block_id,write_us,write_interval_ms,source_ring_before_samples,source_ring_after_samples,driver_depth_before,driver_depth_after
626,0.800000,20.021400,15360,14400,1,2
627,0.500000,20.018000,15360,14400,1,2
628,1.000000,20.029900,15360,14400,1,2
629,1.300000,19.028900,15360,14880,1,2
630,0.800000,20.092100,15360,14400,1,2
631,1.100000,20.033600,15360,14400,1,2
632,0.700000,20.016500,15360,14400,1,2
633,0.800000,20.055200,15360,14400,1,2
634,0.900000,20.016200,15360,14400,1,2
635,0.700000,20.017200,15360,14400,1,2
636,0.600000,20.018800,15360,14400,1,2
637,0.800000,20.044700,15360,14400,1,2
638,0.800000,20.017000,15360,14400,1,2
639,0.900000,20.017800,15360,14400,1,2
640,0.700000,20.020300,15360,14400,1,2
641,0.800000,20.015900,15360,14400,1,2
642,0.700000,20.024800,15360,14400,1,2
643,0.700000,20.017900,15360,14400,1,2
644,0.900000,20.016800,15360,14400,1,2
645,0.800000,20.022000,15360,14400,1,2
646,0.700000,20.016500,15360,14400,1,2
647,0.700000,20.025700,15360,14400,1,2
648,1.000000,20.026900,15360,14400,1,2
649,0.900000,20.206300,15360,14400,1,2
650,0.700000,20.033900,15360,14400,1,2
651,1.400000,20.033500,15360,14400,1,2
652,1.000000,20.030800,15360,14400,1,2
653,0.900000,20.019400,15360,14400,1,2
654,1.000000,20.029000,15360,14400,1,2
655,1.100000,20.035000,15360,14400,1,2
656,0.700000,20.025700,15360,14400,1,2
657,1.100000,20.037900,15360,14400,1,2
658,2.100000,19.088200,15360,14400,1,2
659,1.000000,20.039700,15360,14400,1,2
660,0.800000,20.018000,15360,14400,1,2
661,0.700000,20.033400,15360,14400,1,2
662,1.000000,20.028500,15360,14880,1,2
663,1.100000,20.068900,15360,14400,1,2
664,0.700000,20.019900,15360,14400,1,2
665,0.800000,20.018400,15360,14400,1,2
666,1.000000,20.020600,15360,14400,1,2
667,0.700000,20.019600,15360,14400,1,2
668,0.700000,20.146100,15360,14400,1,2
669,1.000000,20.029800,15360,14400,1,2
670,0.900000,20.035100,15360,14400,1,2
671,0.900000,20.026200,15360,14400,1,2
672,1.000000,20.034500,15360,14400,1,2
673,1.000000,20.030500,15360,14400,1,2
674,0.900000,20.041200,15360,14400,1,2
675,1.000000,20.030200,15360,14400,1,2
676,1.000000,20.022900,15360,14400,1,2
677,0.700000,20.075200,15360,14400,1,2
678,0.800000,20.041500,15360,14400,1,2
679,0.900000,20.064000,15360,14400,1,2
680,1.000000,20.027500,15360,14400,1,2
681,1.000000,20.019800,15360,14400,1,2
682,0.800000,20.026200,15360,14400,1,2
683,1.000000,19.053600,15360,14400,1,2
684,0.900000,20.029800,15360,14400,1,2
685,0.900000,20.081600,15360,14400,1,2
686,0.600000,20.015600,15360,14400,1,2
687,0.900000,20.054500,15360,14400,1,2
688,1.000000,20.036700,15360,14400,1,2
689,0.900000,20.023500,15360,14400,1,2
690,0.900000,20.042600,15360,14400,1,2
691,0.900000,20.052200,15360,14400,1,2
692,0.600000,20.021300,15360,14400,1,2
693,0.900000,20.045600,15360,14400,1,2
694,0.700000,20.124800,15360,14400,1,2
695,0.500000,20.021400,15360,14400,1,2
696,2.300000,20.021500,15360,14400,1,2
697,0.900000,20.025700,15360,14400,1,2
698,0.800000,20.027700,15360,14400,1,2
699,0.900000,20.114400,15360,14400,1,2
700,0.800000,20.121500,15360,14400,1,2
701,1.100000,20.029300,15360,14880,1,2
702,1.600000,20.271800,15360,14880,1,2
703,0.700000,19.023500,15360,14400,1,2
704,1.500000,20.276200,15360,14880,1,2
705,1.000000,20.048500,15360,14400,1,2
706,0.500000,20.134200,15360,14400,1,2
707,1.400000,20.021700,15360,14400,1,2
708,0.900000,20.058600,15360,14400,1,2
709,0.900000,20.023500,15360,14400,1,2
710,0.700000,20.017200,15360,14400,1,2
711,1.000000,20.042900,15360,14400,1,2
712,0.700000,20.022000,15360,14400,1,2
713,0.500000,19.138400,15360,14400,1,2
714,0.400000,20.123600,15360,14400,1,2
715,0.800000,20.070700,15360,14400,1,2
716,0.700000,20.040000,15360,14400,1,2
717,0.700000,20.020900,15360,14400,1,2
718,1.000000,20.030700,15360,14400,1,2
719,1.500000,20.033000,15360,14400,1,2
720,1.000000,20.053800,15360,14400,1,2
721,0.800000,20.026400,15360,14400,1,2
722,1.000000,20.035100,15360,14400,1,2
723,1.000000,20.143200,15360,14400,1,2
724,0.700000,20.040100,15360,14400,1,2
725,0.800000,20.018400,15360,14400,1,2
726,1.100000,20.040700,15360,14400,1,2
727,0.800000,20.020000,15360,14400,1,2
728,1.000000,20.027500,15360,14400,1,2
729,0.900000,20.021100,15360,14400,1,2
730,1.200000,20.081000,15360,14400,1,2
731,0.900000,20.019900,15360,14400,1,2
732,0.900000,20.023600,15360,14400,1,2
733,0.800000,20.069300,15360,14400,1,2
734,1.400000,20.076600,15360,14400,1,2
735,0.700000,19.020600,15360,14400,1,2
736,1.100000,20.765500,15360,14400,1,2
737,0.700000,20.108400,15360,14400,1,2
738,0.500000,20.015300,15360,14400,1,2
739,1.100000,20.027000,15360,14400,1,2
740,0.900000,20.015900,15360,14400,1,2
741,1.500000,19.030300,15360,14400,1,2
742,1.000000,20.080500,15360,14400,1,2
743,0.700000,20.019800,15360,14400,1,2
744,0.800000,20.053000,15360,14880,1,2
745,0.600000,20.043700,15360,14400,1,2
746,1.100000,20.027000,15360,14400,1,2
747,0.900000,20.042100,15360,14400,1,2
748,0.700000,20.021700,15360,14400,1,2
749,1.000000,20.025100,15360,14400,1,2
750,1.000000,20.060600,15360,14400,1,2
751,0.600000,20.020700,15360,14400,1,2
752,0.800000,20.026400,15360,14400,1,2
753,0.800000,20.027700,15360,14400,1,2
754,0.600000,20.046400,15360,14400,1,2
755,0.900000,20.027700,15360,14400,1,2
756,0.800000,20.025300,15360,14400,1,2
757,0.500000,20.044700,15360,14400,1,2
758,0.900000,20.027800,15360,14400,1,2
759,0.900000,20.099100,15360,14400,1,2
760,0.600000,20.026200,15360,14400,1,2
761,0.900000,20.043100,15360,14400,1,2
762,0.600000,20.019400,15360,14400,1,2
763,0.700000,20.027200,15360,14400,1,2
764,0.700000,20.023100,15360,14400,1,2
765,0.900000,20.059900,15360,14400,1,2
766,0.700000,20.023400,15360,14400,1,2
767,1.000000,19.169700,15360,14400,1,2
768,0.800000,20.026200,15360,14400,1,2
769,1.200000,20.080600,15360,14400,1,2
770,0.800000,20.076300,15360,14400,1,2
771,1.000000,20.039400,15360,14400,1,2
772,0.900000,20.047400,15360,14400,1,2
773,1.200000,20.033900,15360,14400,1,2
774,1.400000,20.030400,15360,14400,1,2
775,0.900000,20.058900,15360,14400,1,2
776,1.200000,20.127700,15360,14400,1,2
777,1.000000,20.042900,15360,14400,1,2
778,0.800000,20.042900,15360,14400,1,2
779,0.900000,20.234100,15360,14400,1,2
780,0.900000,20.027500,15360,14400,1,2
781,0.700000,19.019300,15360,14400,1,2
782,1.100000,20.232500,15360,14400,1,2
783,0.700000,20.037700,15360,14400,1,2
784,0.700000,20.039700,15360,14400,1,2
785,1.100000,20.028000,15360,14400,1,2
786,0.700000,20.017300,15360,14400,1,2
787,0.700000,20.017300,15360,14400,1,2
788,0.800000,20.054200,15360,14400,1,2
789,0.700000,20.080800,15360,14400,1,2
790,0.900000,20.022700,15360,14400,1,2
791,1.000000,20.033000,15360,14400,1,2
792,0.600000,20.020700,15360,14400,1,2
793,1.000000,20.019900,15360,14400,1,2
794,0.800000,20.120000,15360,14400,1,2
795,0.700000,20.216200,15360,14400,1,2
796,0.900000,20.093500,15360,14400,1,2
797,0.800000,19.028900,15360,14400,1,2
798,0.700000,20.021600,15360,14400,1,2
799,0.800000,20.030400,15360,14400,1,2
800,5.300000,20.020800,15360,14400,1,2
801,0.800000,20.025200,15360,14400,1,2
802,1.100000,20.073100,15360,14400,1,2
803,0.900000,20.026800,15360,14400,1,2
804,0.800000,20.030000,15360,14400,1,2
805,1.100000,20.078900,15360,14400,1,2
806,1.100000,20.031500,15360,14400,1,2
807,0.800000,20.110600,15360,14400,1,2
808,0.700000,20.017500,15360,14400,1,2
809,0.700000,20.018500,15360,14400,1,2
810,0.800000,20.030300,15360,14400,1,2
811,0.800000,20.020700,15360,14400,1,2
812,0.700000,20.115000,15360,14400,1,2
813,1.000000,20.078900,15360,14400,1,2
814,1.400000,20.024900,15360,14400,1,2
815,0.900000,20.063400,15360,14400,1,2
816,0.800000,20.042400,15360,14880,1,2
817,0.900000,19.261900,15360,14400,1,2
818,0.900000,20.128700,15360,14400,1,2
819,0.600000,20.022500,15360,14400,1,2
820,0.700000,20.025300,15360,14400,1,2
821,1.100000,20.027800,15360,14400,1,2
822,0.600000,20.047200,15360,14400,1,2
823,0.800000,20.021600,15360,14400,1,2
824,0.700000,20.069700,15360,14400,1,2
825,0.800000,20.017900,15360,14400,1,2
826,0.800000,20.016300,15360,14400,1,2
827,1.000000,20.085600,15360,14400,1,2
828,0.900000,20.077500,15360,14400,1,2
829,0.800000,20.167000,15360,14400,1,2
830,1.200000,20.025900,15360,14400,1,2
831,0.600000,20.018000,15360,14400,1,2
832,0.800000,19.145100,15360,14400,1,2
833,2.200000,20.052000,15360,14400,1,2
834,0.700000,20.027100,15360,14400,1,2
835,0.600000,20.020400,15360,14400,1,2
836,1.000000,20.025100,15360,14400,1,2
837,0.900000,20.020000,15360,14400,1,2
838,0.800000,20.018100,15360,14400,1,2
839,0.800000,20.017400,15360,14400,1,2
840,0.800000,20.027800,15360,14400,1,2
841,0.800000,20.095300,15360,14400,1,2
842,0.900000,20.256400,15360,14400,1,2
843,0.900000,20.031500,15360,14400,1,2
844,0.700000,20.183800,15360,14400,1,2
845,1.000000,20.120500,15360,14400,1,2
846,1.000000,19.026700,15360,14400,1,2
847,0.800000,20.081800,15360,14400,1,2
848,1.000000,20.030300,15360,14400,1,2
849,1.100000,20.028600,15360,14400,1,2
850,0.900000,20.030000,15360,14400,1,2
851,0.800000,20.020400,15360,14400,1,2
852,1.000000,20.320700,15360,14400,1,2
853,0.900000,20.091800,15360,14400,1,2
854,0.800000,20.033900,15360,14400,1,2
855,0.700000,20.041200,15360,14400,1,2
856,0.700000,20.016800,15360,14400,1,2
857,1.000000,20.027800,15360,14400,1,2
858,1.000000,20.022700,15360,14400,1,2
859,0.900000,20.170600,15360,14400,1,2
860,1.100000,20.029200,15360,14400,1,2
861,0.900000,20.039300,15360,14400,1,2
862,0.900000,19.215700,15360,14400,1,2
863,0.800000,20.092400,15360,14400,1,2
864,1.000000,20.048500,15360,14400,1,2
865,0.900000,20.039000,15360,14400,1,2
866,1.000000,20.027100,15360,14400,1,2
867,0.700000,20.071200,15360,14400,1,2
868,0.700000,20.108900,15360,14400,1,2
869,0.700000,20.028100,15360,14400,1,2
870,1.000000,20.136900,15360,14400,1,2
871,0.700000,20.071400,15360,14400,1,2
872,0.600000,20.106100,15360,14400,1,2
873,0.800000,19.066000,15360,14400,1,2
874,1.200000,20.238100,15360,14400,1,2
875,0.800000,20.131800,15360,14400,1,2
876,0.700000,20.040100,15360,14400,1,2
877,0.800000,20.055700,15360,14400,1,2
878,0.900000,20.025200,15360,14400,1,2
879,0.900000,20.058300,15360,14400,1,2
880,1.000000,20.030300,15360,14400,1,2
881,1.000000,20.027500,15360,14400,1,2
882,0.900000,20.021400,15360,14400,1,2
883,0.900000,20.047900,15360,14400,1,2
884,0.800000,20.247500,15360,14400,1,2
885,0.900000,20.054300,15360,14400,1,2
886,0.900000,19.024300,15360,14400,1,2
887,1.200000,20.038500,15360,14400,1,2
888,1.200000,20.028400,15360,14400,1,2
889,0.700000,20.095100,15360,14400,1,2
890,0.700000,20.054200,15360,14400,1,2
891,0.700000,20.164800,15360,14400,1,2
892,1.000000,20.023800,15360,14400,1,2
893,0.700000,20.018300,15360,14400,1,2
894,0.600000,20.023500,15360,14400,1,2
895,0.900000,20.038300,15360,14400,1,2
896,1.500000,20.040100,15360,14400,1,2
897,6.900000,20.076600,15360,14880,1,2
898,0.800000,20.049800,15360,14400,1,2
899,1.000000,20.046700,15360,14400,1,2
900,0.900000,20.041000,15360,14400,1,2
901,1.100000,20.137400,15360,14400,1,2
902,1.000000,20.099000,15360,14400,1,2
903,0.900000,19.024400,15360,14400,1,2
904,2.200000,20.167900,15360,14880,1,2
905,0.800000,20.027600,15360,14400,1,2
906,0.900000,20.025700,15360,14400,1,2
907,0.900000,20.081100,15360,14400,1,2
908,0.800000,20.041900,15360,14400,1,2
909,0.700000,20.040700,15360,14400,1,2
910,0.600000,20.026800,15360,14400,1,2
911,0.900000,20.069000,15360,14400,1,2
912,1.200000,20.030400,15360,14400,1,2
913,1.000000,20.093500,15360,14400,1,2
914,0.900000,20.160700,15360,14400,1,2
915,0.900000,20.046000,15360,14400,1,2
916,1.000000,20.023800,15360,14400,1,2
917,0.800000,20.132800,15360,14400,1,2
918,0.800000,19.084100,15360,14400,1,2
919,0.800000,20.020900,15360,14400,1,2
920,0.900000,20.038200,15360,14400,1,2
921,0.900000,20.033100,15360,14400,1,2
922,1.000000,20.025700,15360,14400,1,2
923,1.100000,20.165000,15360,14400,1,2
924,1.000000,20.039700,15360,14400,1,2
925,0.700000,20.158900,15360,14400,1,2
926,0.900000,20.064000,15360,14880,1,2
927,0.900000,20.306700,15360,14400,1,2
928,0.700000,20.025900,15360,14400,1,2
929,0.800000,20.040400,15360,14400,1,2
930,0.900000,19.028100,15360,14400,1,2
931,0.700000,20.023800,15360,14400,1,2
932,1.000000,20.021300,15360,14400,1,2
933,0.900000,20.038500,15360,14400,1,2
934,1.000000,20.315200,15360,14400,1,2
935,0.600000,20.055900,15360,14400,1,2
936,0.900000,20.023500,15360,14400,1,2
937,1.100000,20.028900,15360,14400,1,2
938,0.800000,20.025100,15360,14400,1,2
939,0.700000,20.084600,15360,14400,1,2
940,0.700000,20.040600,15360,14400,1,2
941,0.800000,20.038600,15360,14400,1,2
942,0.600000,20.028300,15360,14400,1,2
943,0.700000,20.029300,15360,14400,1,2
944,1.200000,20.045500,15360,14400,1,2
945,0.800000,20.046200,15360,14400,1,2
946,0.800000,20.140100,15360,14400,1,2
947,0.900000,19.032000,15360,14400,1,2
948,0.700000,20.056100,15360,14400,1,2
949,0.900000,20.019600,15360,14400,1,2
950,0.800000,20.027400,15360,14400,1,2
951,0.900000,20.022000,15360,14400,1,2
952,1.200000,20.034200,15360,14400,1,2
953,0.800000,20.042600,15360,14400,1,2
954,1.100000,20.061200,15360,14400,1,2
955,0.700000,20.086900,15360,14400,1,2
956,0.800000,20.031000,15360,14400,1,2
957,0.800000,20.019000,15360,14400,1,2
958,0.900000,20.058300,15360,14400,1,2
959,0.800000,20.021200,15360,14400,1,2
960,0.900000,20.036100,15360,14400,1,2
961,1.400000,20.036700,15360,14400,1,2
962,0.800000,20.073100,15360,14400,1,2
963,0.700000,20.041400,15360,14400,1,2
964,0.800000,20.041100,15360,14400,1,2
965,0.900000,20.032800,15360,14400,1,2
966,0.700000,20.042600,15360,14400,1,2
967,0.900000,20.029600,15360,14400,1,2
968,1.000000,20.058200,15360,14400,1,2
969,1.100000,20.031200,15360,14400,1,2
970,0.500000,19.143700,15360,14400,1,2
971,0.600000,20.075300,15360,14400,1,2
972,0.900000,20.084800,15360,14400,1,2
973,1.100000,20.065500,15360,14400,1,2
974,1.000000,20.150300,15360,14400,1,2
975,0.800000,20.062800,15360,14400,1,2
976,1.200000,20.026400,15360,14400,1,2
977,0.800000,20.023300,15360,14400,1,2
978,0.700000,20.019200,15360,14400,1,2
979,0.700000,20.031600,15360,14400,1,2
980,0.800000,20.067000,15360,14400,1,2
981,0.800000,20.019100,15360,14400,1,2
982,0.800000,20.024100,15360,14400,1,2
983,0.800000,20.022000,15360,14400,1,2
984,0.700000,20.016900,15360,14400,1,2
985,0.900000,19.777100,15360,14400,1,2
986,0.500000,20.021000,15360,14400,1,2
987,0.900000,20.024500,15360,14400,1,2
988,0.800000,20.024000,15360,14400,1,2
989,0.700000,20.017900,15360,14400,1,2
990,0.700000,20.017600,15360,14400,1,2
991,1.000000,20.015400,15360,14400,1,2
992,0.900000,20.168200,15360,14400,1,2
993,0.700000,20.092800,15360,14400,1,2
994,0.600000,20.016000,15360,14400,1,2
995,0.800000,20.017400,15360,14400,1,2
996,0.900000,20.042000,15360,14400,1,2
997,1.000000,19.038100,15360,14400,1,2
998,0.900000,20.037900,15360,14400,1,2
999,0.800000,20.028800,15360,14400,1,2
1000,1.100000,20.043800,15360,14880,1,2
1001,0.900000,20.038100,15360,14400,1,2
1002,1.000000,20.026700,15360,14400,1,2
1003,0.900000,20.030400,15360,14400,1,2
1004,0.900000,20.028000,15360,14400,1,2
1005,0.800000,20.017300,15360,14400,1,2
1006,0.900000,20.171500,15360,14400,1,2
1007,0.700000,20.014800,15360,14400,1,2
1008,0.900000,20.017400,15360,14400,1,2
1009,1.000000,20.017200,15360,14400,1,2
1010,0.900000,20.018300,15360,14400,1,2
1011,0.800000,20.023100,15360,14400,1,2
1012,0.700000,20.021200,15360,14400,1,2
1013,0.700000,20.014800,15360,14400,1,2
1014,0.600000,20.191900,15360,14400,1,2
1015,0.700000,20.070900,15360,14400,1,2
1016,1.100000,20.030600,15360,14400,1,2
1017,0.700000,20.026600,15360,14400,1,2
1018,0.800000,20.020800,15360,14400,1,2
1019,0.700000,20.025100,15360,14400,1,2
1020,0.800000,20.018100,15360,14400,1,2
1021,0.500000,19.051400,15360,14400,1,2
1022,0.900000,20.026400,15360,14400,1,2
1023,0.900000,20.023800,15360,14400,1,2
1024,1.000000,20.022300,15360,14400,1,2
1025,1.000000,20.052900,15360,14400,1,2
1026,0.900000,20.028000,15360,14400,1,2
1027,0.900000,20.027200,15360,14400,1,2
1028,0.600000,20.022800,15360,14400,1,2
1029,0.800000,20.018800,15360,14400,1,2
1030,0.700000,20.094100,15360,14400,1,2
1031,0.800000,20.058700,15360,14880,1,2
1032,0.800000,20.020000,15360,14400,1,2
1033,0.800000,20.017600,15360,14400,1,2
1034,0.700000,20.019900,15360,14400,1,2
1035,0.800000,20.022900,15360,14400,1,2
1036,0.600000,20.016500,15360,14400,1,2
1037,0.800000,20.029400,15360,14400,1,2
1038,0.800000,20.016300,15360,14400,1,2
1039,0.700000,20.018500,15360,14400,1,2
1040,0.800000,20.094700,15360,14400,1,2
1041,1.100000,20.038300,15360,14400,1,2
1042,0.900000,20.022100,15360,14400,1,2
1043,1.000000,20.042000,15360,14400,1,2
1044,0.900000,20.054600,15360,14400,1,2
1045,0.700000,20.017200,15360,14400,1,2
1046,0.500000,20.042600,15360,14400,1,2
1047,0.800000,20.018300,15360,14400,1,2
1048,0.800000,20.023600,15360,14400,1,2
1049,0.800000,19.113100,15360,14400,1,2
1050,0.800000,20.020700,15360,14400,1,2
1051,0.800000,20.016000,15360,14400,1,2
1052,0.800000,20.210300,15360,14400,1,2
1053,1.000000,20.024900,15360,14400,1,2
1054,1.000000,20.019100,15360,14400,1,2
1055,1.000000,20.024900,15360,14400,1,2
1056,1.100000,20.108000,15360,14400,1,2
1057,1.000000,20.045700,15360,14400,1,2
1058,0.600000,20.023300,15360,14400,1,2
1059,1.000000,20.016200,15360,14400,1,2
1060,0.600000,20.019200,15360,14400,1,2
1061,1.000000,20.031700,15360,14880,1,2
1062,0.700000,20.035900,15360,14400,1,2
1063,0.900000,20.082800,15360,14400,1,2
1064,0.800000,20.060500,15360,14400,1,2
1065,1.000000,20.016900,15360,14400,1,2
1066,0.800000,20.021000,15360,14400,1,2
1067,0.800000,20.023000,15360,14400,1,2
1068,0.500000,20.020100,15360,14400,1,2
1069,0.600000,20.024200,15360,14400,1,2
1070,0.900000,20.017800,15360,14400,1,2
1071,0.900000,20.024400,15360,14880,1,2
1072,1.100000,20.041900,15360,14400,1,2
1073,0.700000,20.021800,15360,14400,1,2
1074,0.700000,19.027500,15360,14400,1,2
1075,0.800000,20.019500,15360,14400,1,2
1076,0.900000,20.025400,15360,14400,1,2
1077,0.800000,20.024300,15360,14400,1,2
1078,0.900000,20.028500,15360,14400,1,2
1079,0.800000,20.128900,15360,14400,1,2
1080,1.000000,20.052300,15360,14400,1,2
1081,0.700000,20.119500,15360,14400,1,2
1082,0.800000,20.110600,15360,14400,1,2
1083,0.800000,20.027100,15360,14880,1,2
1084,0.900000,20.031800,15360,14400,1,2
1085,0.900000,20.043900,15360,14400,1,2
1086,0.800000,20.024500,15360,14400,1,2
1087,0.700000,20.018900,15360,14400,1,2
1088,0.900000,20.020900,15360,14400,1,2
1089,0.500000,20.030500,15360,14400,1,2
1090,0.900000,20.030800,15360,14400,1,2
1091,0.900000,20.022600,15360,14400,1,2
1092,0.700000,20.033100,15360,14400,1,2
1093,0.700000,20.054100,15360,14400,1,2
1094,0.800000,20.026600,15360,14880,1,2
1095,0.800000,20.052900,15360,14400,1,2
1096,0.800000,20.029800,15360,14400,1,2
1097,1.200000,19.149100,15360,14400,1,2
1098,1.100000,20.219100,15360,14400,1,2
1099,0.500000,20.027000,15360,14400,1,2
1100,0.700000,20.019700,15360,14400,1,2
1101,0.800000,20.072600,15360,14400,1,2
1102,0.800000,20.081300,15360,14400,1,2
1103,0.900000,20.032300,15360,14400,1,2
1104,1.200000,20.025000,15360,14400,1,2
1105,1.000000,19.428200,15360,14400,1,2
1106,0.900000,20.231500,15360,14880,1,2
1107,0.900000,20.036100,15360,14400,1,2
1108,0.700000,20.035400,15360,14400,1,2
1109,0.800000,20.091500,15360,14400,1,2
1110,0.700000,20.048700,15360,14400,1,2
1111,0.700000,20.018400,15360,14400,1,2
1112,0.800000,20.046300,15360,14400,1,2
1113,0.800000,20.032500,15360,14400,1,2
1114,1.000000,20.062000,15360,14400,1,2
1115,1.000000,20.045200,15360,14400,1,2
1116,1.000000,20.220400,15360,14400,1,2
1117,0.700000,20.019800,15360,14400,1,2
1118,1.000000,20.034500,15360,14400,1,2
1119,0.700000,20.017000,15360,14400,1,2
1120,0.600000,20.019300,15360,14400,1,2
1121,0.800000,20.017500,15360,14400,1,2
1122,0.900000,19.015400,15360,14400,1,2
1123,0.800000,20.115200,15360,14400,1,2
1124,0.900000,20.088300,15360,14400,1,2
1125,0.900000,20.027300,15360,14400,1,2
1126,1.100000,20.032700,15360,14400,1,2
1127,0.900000,20.078600,15360,14400,1,2
1128,1.000000,20.095100,15360,14400,1,2
1129,1.400000,20.034200,15360,14400,1,2
1130,1.100000,20.034000,15360,14400,1,2
1131,0.900000,20.066200,15360,14400,1,2
1132,1.100000,20.095400,15360,14400,1,2
1133,0.800000,20.020400,15360,14400,1,2
1134,0.500000,20.017000,15360,14400,1,2
1135,1.000000,20.067600,15360,14400,1,2
1136,1.200000,20.033500,15360,14400,1,2
1137,1.000000,20.065900,15360,14400,1,2
1138,1.200000,20.086100,15360,14400,1,2
1139,0.900000,20.067100,15360,14400,1,2
1140,0.900000,19.029900,15360,14400,1,2
1141,0.600000,20.169800,15360,14400,1,2
1142,0.800000,20.016800,15360,14400,1,2
1143,1.100000,20.044000,15360,14400,1,2
1144,0.900000,20.089900,15360,14400,1,2
1145,0.800000,20.042600,15360,14400,1,2
1146,0.800000,20.026700,15360,14400,1,2
1147,0.900000,20.038000,15360,14400,1,2
1148,1.000000,20.031100,15360,14400,1,2
1149,0.800000,20.018500,15360,14400,1,2
1150,0.600000,20.031400,15360,14400,1,2
1151,1.200000,20.027100,15360,14400,1,2
1152,0.700000,20.025000,15360,14400,1,2
1153,0.800000,20.016600,15360,14400,1,2
1154,0.900000,20.018200,15360,14400,1,2
1155,0.900000,20.219600,15360,14400,1,2
1156,0.800000,20.111200,15360,14400,1,2
1157,0.800000,19.384300,15360,14400,1,2
1158,0.700000,20.109800,15360,14400,1,2
1159,0.800000,20.033500,15360,14400,1,2
1160,0.800000,20.156000,15360,14400,1,2
1161,1.000000,20.040800,15360,14400,1,2
1162,0.700000,20.128500,15360,14400,1,2
1163,0.600000,19.187100,15360,14400,1,2
1164,0.800000,20.020100,15360,14400,1,2
1165,0.700000,20.021100,15360,14400,1,2
1166,0.800000,20.052900,15360,14400,1,2
1167,1.200000,20.164100,15360,14400,1,2
1168,0.700000,20.099200,15360,14400,1,2
1169,0.700000,20.021400,15360,14400,1,2
1170,0.800000,20.038500,15360,14400,1,2
1171,1.100000,20.045000,15360,14400,1,2
1172,0.700000,20.068400,15360,14400,1,2
1173,0.800000,20.031900,15360,14400,1,2
1174,0.800000,20.017400,15360,14400,1,2
1175,0.800000,20.022500,15360,14400,1,2
1176,0.900000,20.152900,15360,14400,1,2
1177,1.100000,20.028400,15360,14400,1,2
1178,0.800000,20.042400,15360,14400,1,2
1179,0.600000,20.079800,15360,14400,1,2
1180,0.700000,20.032800,15360,14400,1,2
1181,1.000000,20.031600,15360,14400,1,2
1182,0.600000,19.023500,15360,14400,1,2
1183,0.700000,20.018900,15360,14400,1,2
1184,1.400000,20.088200,15360,14880,1,2
1185,0.800000,20.113500,15360,14400,1,2
1186,1.200000,20.032900,15360,14400,1,2
1187,0.700000,20.032600,15360,14400,1,2
1188,1.100000,20.056100,15360,14400,1,2
1189,1.000000,20.029500,15360,14400,1,2
1190,1.200000,20.059100,15360,14400,1,2
1191,0.600000,20.345200,15360,14400,1,2
1192,1.000000,20.053000,15360,14400,1,2
1193,1.000000,20.024300,15360,14400,1,2
1194,1.000000,20.045500,15360,14880,1,2
1195,0.700000,19.144300,15360,14400,1,2
1196,1.000000,20.027100,15360,14400,1,2
1197,1.200000,20.049400,15360,14400,1,2
1198,1.000000,20.024100,15360,14400,1,2
1199,0.700000,20.322500,15360,14400,1,2
1200,0.900000,20.041100,15360,14400,1,2
1201,0.600000,20.056000,15360,14400,1,2
1202,0.900000,20.053800,15360,14400,1,2
1203,0.900000,20.051600,15360,14400,1,2
1204,0.700000,20.053000,15360,14400,1,2
1205,0.900000,20.017100,15360,14400,1,2
1206,1.100000,20.061100,15360,14400,1,2
1207,0.700000,20.127100,15360,14400,1,2
1208,1.000000,19.159200,15360,14400,1,2
1209,0.700000,20.019200,15360,14400,1,2
1210,0.800000,20.026600,15360,14400,1,2
1211,0.900000,20.063900,15360,14400,1,2
1212,0.700000,20.022100,15360,14400,1,2
1213,0.700000,20.023200,15360,14400,1,2
1214,0.900000,20.015200,15360,14400,1,2
1215,0.600000,20.261400,15360,14400,1,2
1216,1.000000,20.028400,15360,14400,1,2
1217,0.900000,20.041000,15360,14400,1,2
1218,0.800000,20.163900,15360,14400,1,2
1219,1.000000,20.032100,15360,14400,1,2
1220,0.600000,20.187700,15360,14400,1,2
1221,0.800000,19.059700,15360,14400,1,2
1222,1.000000,20.021200,15360,14400,1,2
1223,0.700000,20.075300,15360,14400,1,2
1224,0.900000,20.064600,15360,14400,1,2
1225,0.700000,20.019700,15360,14400,1,2
1226,1.200000,20.063900,15360,14400,1,2
1227,1.100000,20.262900,15360,14400,1,2
1228,0.700000,20.062700,15360,14400,1,2
1229,0.800000,20.043100,15360,14400,1,2
1230,1.100000,20.026700,15360,14400,1,2
1231,0.700000,20.079000,15360,14400,1,2
1232,0.800000,20.112100,15360,14400,1,2
1233,1.300000,20.124300,15360,14400,1,2
1234,0.900000,19.063300,15360,14400,1,2
1235,0.800000,20.170800,15360,14400,1,2
1236,0.800000,20.070700,15360,14400,1,2
1237,0.700000,20.056300,15360,14400,1,2
1238,0.700000,20.019500,15360,14400,1,2
1239,0.600000,20.047000,15360,14400,1,2
1240,1.000000,20.026900,15360,14400,1,2
1241,0.800000,20.037500,15360,14400,1,2
1242,0.700000,20.017000,15360,14400,1,2
1243,1.100000,20.177100,15360,14400,1,2
1244,0.800000,20.021700,15360,14400,1,2
1245,0.800000,20.065600,15360,14400,1,2
1246,0.900000,20.018100,15360,14400,1,2
1247,0.700000,20.065800,15360,14400,1,2
