split,speaker,noise,noise_group,snr_target_db,candidate_id,family,method,input_snr_db,output_snr_db,snr_improvement_db,input_si_sdr_db,output_si_sdr_db,si_sdr_improvement_db,processing_ms,rtf
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,4.999999722454146,7.808841112131299,2.808841389677153,4.95595128994736,7.412410418303521,2.456459128356161,8.239000000003216,0.0027463333333344053
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,4.999999722454146,5.282156120227156,0.2821563977730097,4.95595128994736,5.1540253023505755,0.19807401240321543,1.7897000000175467,0.0005965666666725156
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,noisy,baseline,noisy,9.999999825605315,9.999999825605315,0.0,9.949484900973895,9.949484900973895,0.0,0.02380000000812288,7.93333333604096e-06
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,9.999999825605315,5.61649707867165,-4.383502746933664,9.949484900973895,5.90579177121148,-4.043693129762414,13.781000000108179,0.004593666666702727
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,stft_wiener_default_initial,stft_wiener_default,stft_wiener,9.999999825605315,6.57276187067259,-3.4272379549327248,9.949484900973895,6.370942734125259,-3.578542166848636,8.109399999966627,0.0027031333333222087
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,9.999999825605315,8.931531543751323,-1.068468281853992,9.949484900973895,8.294986665217184,-1.6544982357567104,2.201400000103604,0.0007338000000345346
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,9.999999825605315,13.977447652477244,3.977447826871929,9.949484900973895,15.05167032525234,5.102185424278446,12.637000000040643,0.004212333333346881
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,9.999999825605315,13.106673294622588,3.1066734690172737,9.949484900973895,12.936531637194648,2.987046736220753,8.333399999855828,0.002777799999951943
validation,nicolas,dkitchen_ch01_seg03,DKITCHEN,10,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,9.999999825605315,10.13949976008692,0.1394999344816057,9.949484900973895,10.040215057900925,0.09073015692703024,1.365900000109832,0.0004553000000366107
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,noisy,baseline,noisy,-4.999999608989044,-4.999999608989044,0.0,-5.02474271108081,-5.02474271108081,0.0,0.022599999965677853,7.533333321892617e-06
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,-4.999999608989044,-2.0546374121106012,2.9453621968784427,-5.02474271108081,-6.449799505262969,-1.4250567941821588,11.793299999908413,0.003931099999969471
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,-4.999999608989044,-3.44307935701761,1.5569202519714338,-5.02474271108081,-6.837903768826709,-1.8131610577458988,7.744900000034249,0.0025816333333447497
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,-4.999999608989044,-5.015261325839797,-0.015261716850752727,-5.02474271108081,-5.543369787597403,-0.5186270765165926,1.5474000001631794,0.0005158000000543931
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,-4.999999608989044,-2.4540007479581836,2.5459988610308604,-5.02474271108081,-4.434354513247001,0.5903881978338088,14.421599999877799,0.004807199999959266
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,-4.999999608989044,-4.265509911902028,0.7344896970870156,-5.02474271108081,-5.098036344671374,-0.07329363359056362,7.0588999999472435,0.002352966666649081
validation,nicolas,ooffice_ch01_seg01,OOFFICE,-5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,-4.999999608989044,-5.000942929089471,-0.0009433201004274139,-5.02474271108081,-5.040207118135726,-0.015464407054915696,1.8240000001696899,0.0006080000000565633
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,noisy,baseline,noisy,2.5264439344584746e-07,2.5264439344584746e-07,0.0,-0.03978996558462864,-0.03978996558462864,0.0,0.0380000001314329,1.2666666710477633e-05
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,2.5264439344584746e-07,1.6729925910220467,1.6729923383776533,-0.03978996558462864,-1.8702642373619105,-1.830474271777282,12.491799999907016,0.004163933333302339
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,stft_wiener_default_initial,stft_wiener_default,stft_wiener,2.5264439344584746e-07,0.802261278329153,0.8022610256847595,-0.03978996558462864,-2.216896792101836,-2.1771068265172073,6.187299999965035,0.0020624333333216782
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,2.5264439344584746e-07,-0.054512135798396213,-0.05451238844278966,-0.03978996558462864,-0.5302551523678332,-0.4904651867832045,2.4791999999251857,0.0008263999999750619
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,2.5264439344584746e-07,2.5525716212639296,2.552571368619536,-0.03978996558462864,1.2314718391454629,1.2712618047300914,62.92150000012953,0.020973833333376508
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,2.5264439344584746e-07,0.8258788103344673,0.8258785576900739,-0.03978996558462864,0.2784448250120702,0.31823479059669885,14.017499999908978,0.004672499999969659
validation,nicolas,ooffice_ch01_seg01,OOFFICE,0,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,2.5264439344584746e-07,-0.003905138276389945,-0.003905390920783391,-0.03978996558462864,-0.05460822476092643,-0.01481825917629779,1.2354999998933636,0.0004118333332977879
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,noisy,baseline,noisy,4.99999979379658,4.99999979379658,0.0,4.95173649784374,4.95173649784374,0.0,0.035499999967214535,1.1833333322404846e-05
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,4.99999979379658,4.0857820527338955,-0.9142177410626848,4.95173649784374,1.9849065016504857,-2.9668299961932543,27.792900000122245,0.009264300000040748
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,4.99999979379658,4.013504576060818,-0.9864952177357624,4.95173649784374,1.8439032811102445,-3.1078332167334954,8.20760000010523,0.0027358666667017437
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,4.99999979379658,4.82596430976156,-0.17403548403502,4.95173649784374,4.383295571185406,-0.5684409266583339,3.0638999999155203,0.0010212999999718402
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,4.99999979379658,7.296068019043086,2.296068225246506,4.95173649784374,6.546965577901153,1.595229080057413,15.955299999859562,0.005318433333286521
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,4.99999979379658,5.892315560279451,0.8923157664828709,4.95173649784374,5.512491170254174,0.5607546724104342,8.194199999934426,0.002731399999978142
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,4.99999979379658,4.987465054861115,-0.012534738935465306,4.95173649784374,4.930035064541883,-0.02170143330185681,2.1064000000023952,0.0007021333333341317
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,noisy,baseline,noisy,9.999999810760574,9.999999810760574,0.0,9.946968122451818,9.946968122451818,0.0,0.02429999995001708,8.099999983339027e-06
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,9.999999810760574,5.197105164714779,-4.802894646045795,9.946968122451818,4.521323075280625,-5.425645047171193,14.004300000124204,0.0046681000000414015
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,stft_wiener_default_initial,stft_wiener_default,stft_wiener,9.999999810760574,5.82697239752204,-4.173027413238534,9.946968122451818,4.779951589131069,-5.167016533320749,7.724199999984194,0.0025747333333280644
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,9.999999810760574,9.468587630460847,-0.5314121802997267,9.946968122451818,9.08129590192369,-0.8656722205281273,1.5748000000712636,0.0005249333333570879
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,9.999999810760574,11.375960674949186,1.3759608641886114,9.946968122451818,11.447059785387303,1.5000916629354855,11.01210000001629,0.00367070000000543
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,9.999999810760574,10.80080165673402,0.8008018459734458,9.946968122451818,10.624370804588725,0.6774026821369077,7.062099999984639,0.002354033333328213
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,9.999999810760574,9.960426565797361,-0.03957324496321313,9.946968122451818,9.898900488740459,-0.04806763371135858,2.096899999969537,0.0006989666666565123
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,noisy,baseline,noisy,-4.999999834404311,-4.999999834404311,0.0,-4.984835623766722,-4.984835623766722,0.0,0.020500000118772732,6.833333372924244e-06
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,-4.999999834404311,3.885302084206546,8.885301918610857,-4.984835623766722,1.655070075207822,6.639905698974545,11.708699999871897,0.003902899999957299
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,-4.999999834404311,2.0878835334247094,7.08788336782902,-4.984835623766722,-0.6852480009616271,4.299587622805095,6.959000000051674,0.0023196666666838914
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,-4.999999834404311,-5.013383145913101,-0.013383311508790463,-4.984835623766722,-5.50130934207618,-0.5164737183094577,2.050900000085676,0.0006836333333618919
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,-4.999999834404311,-0.4021295243632821,4.597870310041029,-4.984835623766722,-2.646082374624804,2.3387532491419183,9.863400000085676,0.0032878000000285588
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,-4.999999834404311,-3.5860357750125944,1.4139640593917164,-4.984835623766722,-4.680322021798831,0.30451360196789157,5.3003000000444445,0.0017667666666814814
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,-4.999999834404311,-5.0007359360465475,-0.0007361016422366973,-4.984835623766722,-4.999454710046509,-0.014619086279786586,1.7556000000240601,0.0005852000000080201
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,noisy,baseline,noisy,1.9750509680686254e-07,1.9750509680686254e-07,0.0,-0.01711338718045912,-0.01711338718045912,0.0,0.019199999996999395,6.399999998999799e-06
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,1.9750509680686254e-07,5.048444535073855,5.048444337568759,-0.01711338718045912,4.184614684106041,4.2017280712865,10.52920000006452,0.00350973333335484
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,stft_wiener_default_initial,stft_wiener_default,stft_wiener,1.9750509680686254e-07,4.713969961830165,4.713969764325069,-0.01711338718045912,2.932114893777843,2.949228280958302,6.379500000093685,0.0021265000000312284
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,1.9750509680686254e-07,-0.051494970812392,-0.05149516831748881,-0.01711338718045912,-0.5030649269910891,-0.48595153981062994,1.5267999999650783,0.0005089333333216928
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,1.9750509680686254e-07,5.023787000586388,5.0237868030812916,-0.01711338718045912,3.799251017267063,3.816364404447522,10.425499999882959,0.003475166666627653
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,1.9750509680686254e-07,1.813120651104028,1.8131204535989314,-0.01711338718045912,1.190067574150392,1.2071809613308513,5.524600000171631,0.0018415333333905437
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,1.9750509680686254e-07,-0.003560048526376031,-0.0035602460314728378,-0.01711338718045912,-0.031022017137034494,-0.013908629956575373,1.6006999999262916,0.0005335666666420972
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,noisy,baseline,noisy,5.000000091487272,5.000000091487272,0.0,4.964682560655332,4.964682560655332,0.0,0.019699999938893598,6.5666666462978656e-06
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,5.000000091487272,5.484511460363963,0.48451136887669133,4.964682560655332,5.419882106715259,0.4551995460599274,9.087200000067241,0.0030290666666890806
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,5.000000091487272,6.042639161886486,1.0426390703992139,4.964682560655332,5.2479366818341,0.2832541211787678,4.807299999811221,0.001602433333270407
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,5.000000091487272,4.830845415468369,-0.16915467601890288,4.964682560655332,4.401693965179083,-0.5629885954762486,1.382799999873896,0.00046093333329129865
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,5.000000091487272,9.614276495431378,4.614276403944106,4.964682560655332,9.258853319526818,4.294170758871486,9.787700000060795,0.0032625666666869315
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,5.000000091487272,6.97689626563045,1.976896174143178,4.964682560655332,6.586517154098591,1.6218345934432596,6.232599999975719,0.0020775333333252397
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,5.000000091487272,4.988358791670744,-0.011641299816528061,4.964682560655332,4.9443787896187565,-0.020303771036575213,1.6026999999212421,0.0005342333333070807
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,noisy,baseline,noisy,10.00000018108852,10.00000018108852,0.0,9.95442902661518,9.95442902661518,0.0,0.019099999917671084,6.366666639223695e-06
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,10.00000018108852,5.6246165700506765,-4.375383611037844,9.95442902661518,5.903988756976424,-4.050440269638757,10.935499999959575,0.0036451666666531914
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,stft_wiener_default_initial,stft_wiener_default,stft_wiener,10.00000018108852,6.559424552817529,-3.4405756282709916,9.95442902661518,6.35934001844121,-3.5950890081739706,5.114600000069913,0.001704866666689971
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,10.00000018108852,9.47951071455422,-0.5204894665343005,9.95442902661518,9.09948768697173,-0.8549413396434513,1.5442000001257838,0.0005147333333752613
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,10.00000018108852,13.593725471897056,3.5937252908085355,9.95442902661518,14.37926034180498,4.424831315189799,9.894399999893722,0.003298133333297907
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,10.00000018108852,12.29374661231861,2.2937464312300904,9.95442902661518,12.152775394315082,2.1983463676999015,4.795100000137609,0.0015983666667125362
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,10.00000018108852,9.961619986334597,-0.03838019475392329,9.95442902661518,9.907747283027437,-0.046681743587743796,1.1712000000443368,0.0003904000000147789
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,noisy,baseline,noisy,-4.999999821317288,-4.999999821317288,0.0,-4.999818245461091,-4.999818245461091,0.0,0.01900000006571645,6.333333355238817e-06
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,-4.999999821317288,2.4351223762260257,7.435122197543313,-4.999818245461091,-0.7739536456872256,4.225864599773866,10.512699999935649,0.0035042333333118827
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,-4.999999821317288,0.1803901396161711,5.180389960933459,-4.999818245461091,-2.920661305770778,2.079156939690313,6.3070999999581545,0.0021023666666527183
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,-4.999999821317288,-5.011857497557441,-0.01185767624015277,-4.999818245461091,-5.521403060143496,-0.5215848146824049,1.474999999800275,0.0004916666666000916
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,-4.999999821317288,0.6982598473906082,5.698259668707896,-4.999818245461091,-1.5552920846645701,3.4445261607965207,10.914199999888297,0.0036380666666294323
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,-4.999999821317288,-3.0559000479964245,1.9440997733208634,-4.999818245461091,-4.164843350963022,0.8349748944980693,6.442999999990207,0.0021476666666634023
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,-4.999999821317288,-5.000496602977385,-0.0004967816600975894,-4.999818245461091,-5.014792039405318,-0.014973793944227154,1.277799999797935,0.0004259333332659783
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,noisy,baseline,noisy,1.9228891187553323e-07,1.9228891187553323e-07,0.0,-0.025759512722096086,-0.025759512722096086,0.0,0.01910000014504476,6.36666671501492e-06
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,1.9228891187553323e-07,4.433285159188748,4.433284966899836,-0.025759512722096086,2.6900394096308906,2.715798922352987,10.02680000010514,0.0033422666667017134
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,stft_wiener_default_initial,stft_wiener_default,stft_wiener,1.9228891187553323e-07,3.570107067521189,3.570106875232277,-0.025759512722096086,1.2354829309526216,1.2612424436747176,6.406199999901219,0.0021353999999670728
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,1.9228891187553323e-07,-0.0501953852872211,-0.05019557757613298,-0.025759512722096086,-0.5112406165030069,-0.4854811037809108,1.9990000000689179,0.000666333333356306
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,1.9228891187553323e-07,5.7805717445750755,5.780571552286164,-0.025759512722096086,4.600478504862268,4.626238017584364,15.305399999988367,0.005101799999996122
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,1.9228891187553323e-07,2.178020657574677,2.178020465285765,-0.025759512722096086,1.4803137729904583,1.5060732857125543,6.466899999850284,0.002155633333283428
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,1.9228891187553323e-07,-0.0036688394928241475,-0.0036690317817360233,-0.025759512722096086,-0.04056728814137164,-0.01480777541927555,1.7674999999144347,0.0005891666666381449
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,noisy,baseline,noisy,5.000000074964795,5.000000074964795,0.0,4.959618417976572,4.959618417976572,0.0,0.019199999996999395,6.399999998999799e-06
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,5.000000074964795,5.3117088906604994,0.3117088156957042,4.959618417976572,4.7880684758432945,-0.1715499421332778,10.969899999963673,0.003656633333321224
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,5.000000074964795,5.601941274456071,0.601941199491276,4.959618417976572,4.348804369448573,-0.6108140485279989,6.287500000098589,0.0020958333333661963
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,5.000000074964795,4.8325143072742325,-0.16748576769056278,4.959618417976572,4.400192130844821,-0.5594262871317515,2.8863000000001193,0.0009621000000000398
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,5.000000074964795,10.692710999806316,5.692710924841521,4.959618417976572,10.59730549983065,5.637687081854078,14.86109999996188,0.004953699999987293
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,5.000000074964795,7.633160731812206,2.6331606568474104,4.959618417976572,7.272210744887698,2.3125923269111253,6.4770000001317385,0.0021590000000439127
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,5.000000074964795,4.987704689396008,-0.012295385568787509,4.959618417976572,4.938125442538375,-0.02149297543819717,1.9730999999865162,0.0006576999999955054
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,noisy,baseline,noisy,9.999999893613149,9.999999893613149,0.0,9.951384877093346,9.951384877093346,0.0,0.024100000018734136,8.033333339578045e-06
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,9.999999893613149,5.612523770295674,-4.387476123317475,9.951384877093346,5.724499371432495,-4.226885505660851,13.641499999948792,0.0045471666666495976
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,stft_wiener_default_initial,stft_wiener_default,stft_wiener,9.999999893613149,6.4753403102523865,-3.524659583360762,9.951384877093346,6.060200827094359,-3.891184049998987,7.046799999898212,0.0023489333332994042
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,9.999999893613149,9.479854069953234,-0.5201458236599148,9.951384877093346,9.097993624659058,-0.8533912524342888,1.9552999999632448,0.000651766666654415
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,9.999999893613149,14.185132085836615,4.185132192223467,9.951384877093346,15.195551553212507,5.2441666761191605,13.324499999953332,0.004441499999984444
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,9.999999893613149,12.770786411838904,2.770786518225755,9.951384877093346,12.631792181876198,2.680407304782852,6.863100000146005,0.0022877000000486683
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,9.999999893613149,9.96039551918605,-0.039604374427097966,9.951384877093346,9.903204242990968,-0.04818063410237805,1.542299999982788,0.0005140999999942627
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,noisy,baseline,noisy,-5.000000397232492,-5.000000397232492,0.0,-5.001037282438371,-5.001037282438371,0.0,0.0201999998807878,6.733333293595933e-06
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,-5.000000397232492,-0.6188284736272603,4.3811719236052316,-5.001037282438371,-8.183833985021584,-3.1827967025832136,12.813000000051034,0.004271000000017011
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,stft_wiener_default_initial,stft_wiener_default,stft_wiener,-5.000000397232492,-2.7030863307357396,2.2969140664967527,-5.001037282438371,-8.625278525700391,-3.624241243262021,6.50749999999789,0.0021691666666659635
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,-5.000000397232492,-4.901403143912196,0.09859725332029612,-5.001037282438371,-9.166175107453938,-4.1651378250155675,1.779400000032183,0.000593133333344061
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,sub_n512_h160_low_energy_q0.35_a1.5_f0.02,stft_subtraction,stft_subtraction,-5.000000397232492,0.9596068669493386,5.959607264181831,-5.001037282438371,-1.3912332349079506,3.60980404753042,12.786999999889304,0.004262333333296435
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,wiener_n512_h160_low_energy_q0.35_f0.05,stft_wiener,stft_wiener,-5.000000397232492,-2.816635830144654,2.183364567087838,-5.001037282438371,-3.94440882173123,1.0566284607071408,7.690699999784556,0.002563566666594852
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,wavelet_sym4_l3_hard_global_s0.5,wavelet,wavelet_soft,-5.000000397232492,-4.624163667958183,0.375836729274309,-5.001037282438371,-5.044976156739191,-0.04393887430082,1.8890000001192675,0.0006296666667064225
validation,theo,dkitchen_ch01_seg01,DKITCHEN,0,noisy,baseline,noisy,-4.0410572961335265e-07,-4.0410572961335265e-07,0.0,-0.0005818149416027666,-0.0005818149416027666,0.0,0.02130000007127819,7.100000023759397e-06
validation,theo,dkitchen_ch01_seg01,DKITCHEN,0,stft_subtraction_default_initial,stft_subtraction_default,stft_subtraction,-4.0410572961335265e-07,1.3612729434019413,1.3612733475076708,-0.0005818149416027666,-4.128540269523292,-4.127958454581689,12.575999999853593,0.0041919999999511974
validation,theo,dkitchen_ch01_seg01,DKITCHEN,0,stft_wiener_default_initial,stft_wiener_default,stft_wiener,-4.0410572961335265e-07,0.6924056333123954,0.692406037418125,-0.0005818149416027666,-4.1675720556464295,-4.166990240704827,5.8910000000196305,0.0019636666666732103
validation,theo,dkitchen_ch01_seg01,DKITCHEN,0,wavelet_default_db4_l5_soft,wavelet_default,wavelet_soft,-4.0410572961335265e-07,-0.28102239588497235,-0.28102199177924275,-0.0005818149416027666,-2.8799841348159387,-2.879402319874336,1.5525999999681517,0.0005175333333227172
