arquivo,label,sample_rate,block_ms,method,noise_mode,calibration_ms,n_fft,hop_length,blocks,processing_mean_ms,processing_worst_ms,processing_std_ms,rtf_block_mean,rtf_block_worst,input_latency_ms,output_latency_ms,io_total_latency_ms,algorithmic_latency_estimated_ms,total_latency_estimated_ms,status_counts
windows_bypass_20ms_20260606_222110_metrics.json,windows,16000,20.0,bypass,calibration,250.0,512,160,248,0.03237419358840505,0.10710000060498714,0.024210349436618664,0.0016187096794202526,0.005355000030249357,40.0,200.0,240.00000000000003,0.0,240.00000000000003,{}
windows_stft_subtraction_20ms_20260606_222122_metrics.json,windows,16000,20.0,stft_subtraction,calibration,250.0,512,160,248,0.4718278228064,1.4626000047428533,0.20914104737134015,0.023591391140320002,0.07313000023714267,40.0,200.0,240.00000000000003,32.0,272.0,{}
