tempo_s,freq_khz,potencia_db_rel
2.376,0.84375,-35.526615
2.448,0.84375,-29.207718
2.528,0.84375,-49.243439
2.6,0.84375,-70
2.68,0.84375,-65.571678
2.752,0.84375,-33.989452
2.832,0.84375,-43.468567
2.904,0.84375,-55.660332
2.984,0.84375,-62.908302
0.016,1.03125,-70
0.096,1.03125,-70
0.168,1.03125,-70
0.248,1.03125,-70
0.32,1.03125,-46.210747
0.4,1.03125,-54.509529
0.472,1.03125,-56.640045
0.552,1.03125,-26.529472
0.624,1.03125,-70
0.704,1.03125,-56.699165
0.776,1.03125,-27.983536
0.856,1.03125,-33.477135
0.928,1.03125,-70
1.008,1.03125,-53.721687
1.08,1.03125,-52.458069
1.16,1.03125,-56.544449
1.232,1.03125,-70
1.312,1.03125,-23.094276
1.384,1.03125,-50.240143
1.464,1.03125,-54.312546
1.536,1.03125,-61.831299
1.616,1.03125,-70
1.688,1.03125,-55.341682
1.768,1.03125,-35.950684
1.84,1.03125,-64.778458
1.92,1.03125,-57.268059
1.992,1.03125,-55.240807
2.072,1.03125,-64.969223
2.144,1.03125,-70
2.224,1.03125,-48.728989
2.296,1.03125,-55.750381
2.376,1.03125,-49.26025
2.448,1.03125,-46.650234
2.528,1.03125,-64.974716
2.6,1.03125,-60.377419
2.68,1.03125,-64.08036
2.752,1.03125,-32.476509
2.832,1.03125,-23.551067
2.904,1.03125,-38.119461
2.984,1.03125,-49.249115
0.016,1.1875,-70
0.096,1.1875,-70
0.168,1.1875,-70
0.248,1.1875,-70
0.32,1.1875,-42.821449
0.4,1.1875,-65.213928
0.472,1.1875,-48.107468
0.552,1.1875,-44.914085
0.624,1.1875,-70
0.704,1.1875,-59.730705
0.776,1.1875,-49.041782
0.856,1.1875,-34.160572
0.928,1.1875,-39.721588
1.008,1.1875,-48.03442
1.08,1.1875,-40.259697
1.16,1.1875,-59.305954
1.232,1.1875,-70
1.312,1.1875,-11.188594
1.384,1.1875,-39.235424
1.464,1.1875,-53.595772
1.536,1.1875,-64.912895
1.616,1.1875,-70
1.688,1.1875,-55.827408
1.768,1.1875,-29.079697
1.84,1.1875,-49.858364
1.92,1.1875,-50.615311
1.992,1.1875,-56.247208
2.072,1.1875,-68.024742
2.144,1.1875,-69.299721
2.224,1.1875,-35.563782
2.296,1.1875,-39.618607
2.376,1.1875,-51.657867
2.448,1.1875,-23.108631
2.528,1.1875,-46.013142
2.6,1.1875,-57.565353
2.68,1.1875,-63.304947
2.752,1.1875,-37.870884
2.832,1.1875,-13.358546
2.904,1.1875,-29.437798
2.984,1.1875,-45.817448
0.016,1.375,-70
0.096,1.375,-70
0.168,1.375,-70
0.248,1.375,-70
0.32,1.375,-42.313351
0.4,1.375,-58.869118
