amostra,ruido,grupo_ruido,snr_alvo_db,snr_entrada_observado_db,metodo,snr_saida_db,melhoria_snr_db,mse,si_sdr_db,tempo_processamento_s,duracao_audio_s,rtf,latencia_algoritmica_ms,memoria_aproximada_kb
speech_george,dkitchen_ch01_seg01,DKITCHEN,10,9.999999717808457,wavelet_soft,8.116482277681452,-1.8835174401270045,0.004106219143864452,7.391042359313489,0.00119270000141114,3.0,0.00039756666713704664,32.0,375.25
speech_george,dkitchen_ch01_seg02,DKITCHEN,-5,-4.99999956727391,noisy,-4.99999956727391,0.0,0.08415701200092539,-4.999827405204239,9.800001862458885e-06,3.0,3.2666672874862948e-06,0.0,187.5
speech_george,dkitchen_ch01_seg02,DKITCHEN,-5,-4.99999956727391,stft_subtraction,7.753723207818501,12.753722775092411,0.004463936727269124,7.242170066466402,0.008762599994952325,3.0,0.0029208666649841084,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,-5,-4.99999956727391,stft_wiener,2.662170483711676,7.662170050985587,0.014416947018993483,2.4841892228563376,0.004492499996558763,3.0,0.001497499998852921,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,-5,-4.99999956727391,wavelet_soft,-5.02661261654975,-0.02661304927583963,0.08467429947835917,-11.04040090884695,0.00133050000295043,3.0,0.00044350000098347664,32.0,375.25
speech_george,dkitchen_ch01_seg02,DKITCHEN,0,-3.3425373547048627e-07,noisy,-3.3425373547048627e-07,0.0,0.02661278860065635,0.00013956177430956686,8.09999619377777e-06,3.0,2.6999987312592566e-06,0.0,187.5
speech_george,dkitchen_ch01_seg02,DKITCHEN,0,-3.3425373547048627e-07,stft_subtraction,12.453455471686333,12.453455805940068,0.001512672125457311,12.215028144041158,0.007455399994796608,3.0,0.002485133331598869,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,0,-3.3425373547048627e-07,stft_wiener,7.610442016823412,7.610442351077148,0.004613665975738383,7.53172629455007,0.0040789999984554015,3.0,0.0013596666661518004,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,0,-3.3425373547048627e-07,wavelet_soft,-0.4526601011782772,-0.45265976692454174,0.029536318396867586,-3.837839273047168,0.001215500000398606,3.0,0.00040516666679953534,32.0,375.25
speech_george,dkitchen_ch01_seg02,DKITCHEN,5,4.999999969833244,noisy,4.999999969833244,0.0,0.00841570210178981,5.000121727054319,8.999995770864189e-06,3.0,2.999998590288063e-06,0.0,187.5
speech_george,dkitchen_ch01_seg02,DKITCHEN,5,4.999999969833244,stft_subtraction,17.118266855706235,12.118266885872991,0.0005167299872444866,17.04275493329896,0.007660700000997167,3.0,0.0025535666669990555,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,5,4.999999969833244,stft_wiener,12.552808546280978,7.552808576447735,0.0014784597181404689,12.520867331428171,0.005038700001023244,3.0,0.001679566667007748,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,5,4.999999969833244,wavelet_soft,3.9435445970145855,-1.0564553728186583,0.010733364827429407,2.2081501255624123,0.0010266999961459078,3.0,0.00034223333204863593,32.0,375.25
speech_george,dkitchen_ch01_seg02,DKITCHEN,10,10.00000019967764,noisy,10.00000019967764,0.0,0.00266127853445163,10.000111746336666,8.39999847812578e-06,3.0,2.7999994927085936e-06,0.0,187.5
speech_george,dkitchen_ch01_seg02,DKITCHEN,10,10.00000019967764,stft_subtraction,21.762909905992732,11.762909706315092,0.00017733700122793324,21.779277596498837,0.00767700000142213,3.0,0.002559000000474043,32.0,1788.9609375
speech_george,dkitchen_ch01_seg02,DKITCHEN,10,10.00000019967764,stft_wiener,17.489441758460032,7.489441558782392,0.00047440163312078795,17.477619817769927,0.004629300005035475,3.0,0.0015431000016784917,32.0,1788.9609375
