block_id,write_us,write_interval_ms,source_ring_before_samples,source_ring_after_samples,driver_depth_before,driver_depth_after
236,0.900000,20.145700,15360,14400,1,2
237,0.900000,20.022600,15360,14400,1,2
238,0.900000,20.036200,15360,14400,1,2
239,0.700000,20.041800,15360,14400,1,2
240,0.900000,19.073200,15360,14400,1,2
241,1.100000,20.023700,15360,14400,1,2
242,3.700000,20.018600,15360,14400,1,2
243,0.800000,20.027000,15360,14880,1,2
244,0.700000,20.037900,15360,14400,1,2
245,0.700000,20.016800,15360,14400,1,2
246,1.100000,20.018700,15360,14400,1,2
247,0.900000,20.027500,15360,14400,1,2
248,0.700000,20.019900,15360,14400,1,2
249,0.800000,20.017400,15360,14400,1,2
250,1.100000,20.021200,15360,14400,1,2
251,1.000000,20.020600,15360,14400,1,2
252,0.700000,20.018700,15360,14400,1,2
253,0.600000,20.084500,15360,14400,1,2
254,1.100000,20.027600,15360,14400,1,2
255,0.700000,20.020600,15360,14400,1,2
256,0.900000,20.102400,15360,14400,1,2
257,1.000000,20.032900,15360,14400,1,2
258,1.000000,20.100500,15360,14400,1,2
259,0.900000,20.027100,15360,14400,1,2
260,0.800000,19.297900,15360,14400,1,2
261,1.200000,20.027000,15360,14400,1,2
262,0.700000,20.040400,15360,14400,1,2
263,1.000000,20.026500,15360,14400,1,2
264,1.500000,20.150200,15360,14880,1,2
265,1.000000,20.177100,15360,14400,1,2
266,1.200000,20.047300,15360,14400,1,2
267,1.700000,20.060500,15360,14400,1,2
268,1.000000,20.038200,15360,14400,1,2
269,1.700000,20.032000,15360,14400,1,2
270,0.900000,20.025300,15360,14400,1,2
271,0.800000,20.041400,15360,14400,1,2
272,1.100000,20.021700,15360,14400,1,2
273,0.700000,20.023000,15360,14400,1,2
274,1.000000,19.641100,15360,14400,1,2
275,0.900000,20.066800,15360,14400,1,2
276,0.700000,20.048300,15360,14400,1,2
277,1.200000,20.062600,15360,14400,1,2
278,1.100000,20.029800,15360,14400,1,2
279,0.900000,20.027100,15360,14400,1,2
280,0.900000,20.056700,15360,14400,1,2
281,1.100000,20.053500,15360,14400,1,2
282,1.100000,20.085400,15360,14400,1,2
283,1.000000,20.038600,15360,14400,1,2
284,0.700000,20.023600,15360,14400,1,2
285,0.800000,20.030200,15360,14400,1,2
286,1.800000,20.073200,15360,14880,1,2
287,0.800000,19.066600,15360,14400,1,2
288,0.800000,20.022100,15360,14400,1,2
289,0.800000,20.035000,15360,14400,1,2
290,1.000000,20.036100,15360,14400,1,2
291,1.400000,20.037800,15360,14400,1,2
292,0.900000,20.052600,15360,14400,1,2
293,0.900000,20.032800,15360,14400,1,2
294,0.700000,20.040300,15360,14400,1,2
295,1.300000,20.083500,15360,14400,1,2
296,1.200000,20.143000,15360,14400,1,2
297,0.900000,20.027500,15360,14400,1,2
298,1.100000,20.051700,15360,14400,1,2
299,1.100000,20.046600,15360,14400,1,2
300,0.800000,20.035500,15360,14400,1,2
301,1.000000,20.045800,15360,14400,1,2
302,1.000000,20.023000,15360,14400,1,2
303,2.400000,20.120400,15360,14400,1,2
304,1.000000,19.145200,15360,14400,1,2
305,0.700000,20.027500,15360,14400,1,2
306,0.900000,20.019800,15360,14400,1,2
307,0.700000,20.020400,15360,14400,1,2
308,0.700000,20.047000,15360,14400,1,2
309,0.800000,20.023400,15360,14400,1,2
310,1.100000,20.035800,15360,14400,1,2
311,1.000000,20.031800,15360,14400,1,2
312,0.700000,20.030100,15360,14400,1,2
313,0.800000,20.035800,15360,14400,1,2
314,0.900000,20.042400,15360,14400,1,2
315,0.800000,20.067400,15360,14400,1,2
316,0.900000,20.032900,15360,14400,1,2
317,1.300000,20.032400,15360,14400,1,2
318,0.700000,20.057600,15360,14400,1,2
319,0.800000,20.056400,15360,14400,1,2
320,0.800000,20.098700,15360,14400,1,2
321,1.400000,20.037400,15360,14400,1,2
322,1.200000,20.074000,15360,14880,1,2
323,0.800000,20.045300,15360,14400,1,2
324,1.300000,20.035900,15360,14400,1,2
325,1.100000,19.971100,15360,14400,1,2
326,1.100000,20.053300,15360,14400,1,2
327,1.300000,20.059400,15360,14400,1,2
328,0.900000,19.051600,15360,14400,1,2
329,1.000000,20.027400,15360,14400,1,2
330,0.800000,20.026200,15360,14400,1,2
331,1.300000,20.030500,15360,14400,1,2
332,1.200000,20.039300,15360,14400,1,2
333,1.100000,20.032700,15360,14400,1,2
334,1.000000,20.035500,15360,14400,1,2
335,1.100000,20.028100,15360,14400,1,2
336,1.400000,20.033100,15360,14400,1,2
337,0.800000,20.027500,15360,14400,1,2
338,0.900000,20.037600,15360,14400,1,2
339,1.100000,20.194300,15360,14400,1,2
340,1.000000,20.033000,15360,14400,1,2
341,1.100000,20.045800,15360,14400,1,2
342,1.000000,20.183000,15360,14400,1,2
343,1.200000,20.068300,15360,14400,1,2
344,1.400000,20.034100,15360,14880,1,2
345,1.100000,20.095000,15360,14400,1,2
346,1.300000,19.095400,15360,14400,1,2
347,0.900000,20.095700,15360,14400,1,2
348,1.000000,20.030900,15360,14400,1,2
349,1.000000,20.031300,15360,14400,1,2
350,1.100000,20.030900,15360,14400,1,2
351,1.400000,20.032200,15360,14400,1,2
352,0.800000,20.025500,15360,14400,1,2
353,1.100000,20.036200,15360,14400,1,2
354,0.900000,20.096900,15360,14400,1,2
355,1.000000,20.032100,15360,14400,1,2
356,3.800000,20.046900,15360,14880,1,2
357,0.900000,20.026900,15360,14400,1,2
358,1.000000,20.046500,15360,14400,1,2
359,0.900000,20.027000,15360,14400,1,2
360,1.000000,20.056300,15360,14400,1,2
361,1.800000,20.068700,15360,14400,1,2
362,1.000000,20.037600,15360,14400,1,2
363,1.300000,20.052400,15360,14400,1,2
364,0.900000,20.053000,15360,14400,1,2
365,0.600000,20.032600,15360,14400,1,2
366,1.100000,19.157200,15360,14400,1,2
367,0.800000,20.052500,15360,14400,1,2
368,0.900000,20.028400,15360,14400,1,2
369,1.100000,20.183800,15360,14400,1,2
