frame_id,proc_us,push_wait_us,ring_after_samples
380,373.500000,19014.600000,14880
381,930.100000,2.400000,15360
382,466.200000,18640.900000,14880
383,536.700000,1.600000,15360
384,362.600000,19084.200000,14880
385,747.400000,2.100000,15360
386,826.100000,18556.900000,14880
387,1465.900000,1.300000,15360
388,1245.500000,17332.500000,14880
389,1870.700000,1.800000,15360
390,1182.700000,16934.400000,14880
391,1537.700000,1.800000,15360
392,1288.500000,17207.100000,14880
393,1377.400000,1.500000,15360
394,1218.100000,17478.500000,14880
395,1780.000000,1.700000,15360
396,1160.500000,17136.900000,14880
397,1510.800000,1.600000,15360
398,1284.100000,17241.800000,14880
399,1571.700000,1.500000,15360
400,1222.000000,17186.000000,14880
401,2152.400000,1.600000,15360
402,1184.500000,15734.800000,14880
403,2551.900000,2.900000,15360
404,1408.700000,16006.700000,14880
405,2027.400000,2.000000,15360
406,1212.900000,16770.200000,14880
407,1448.300000,1.500000,15360
408,1199.900000,17435.600000,14880
409,2402.800000,2.900000,15360
410,2102.300000,15621.800000,14880
411,2343.100000,2.600000,15360
412,1794.000000,15890.300000,14880
413,1437.900000,1.600000,15360
414,1251.400000,17330.900000,14880
415,2129.300000,1.900000,15360
416,1294.000000,16626.800000,14880
417,1608.000000,1.800000,15360
418,1283.800000,17138.300000,14880
419,1364.500000,1.500000,15360
420,1253.900000,17446.200000,14880
421,1665.900000,1.800000,15360
422,1285.700000,17068.200000,14880
423,2309.100000,2.500000,15360
424,2424.000000,15296.300000,14880
425,2595.900000,2.200000,15360
426,1171.200000,16327.500000,14880
427,2046.900000,1.700000,15360
428,1154.900000,16890.000000,14880
429,2775.800000,3.000000,15360
430,1508.400000,15694.500000,14880
431,1534.400000,1.900000,15360
432,1359.300000,17253.500000,14880
433,1692.000000,2.700000,15360
434,1958.000000,16393.600000,14880
435,3127.400000,3.100000,15360
436,1808.000000,15099.600000,14880
437,2226.300000,2.900000,15360
438,1820.300000,15969.200000,14880
439,2042.600000,2.400000,15360
440,1715.300000,15380.300000,14880
441,2489.200000,2.600000,15360
442,1879.400000,15691.700000,14880
443,1875.900000,2.500000,15360
444,1814.600000,16349.000000,14880
445,3480.900000,3.700000,15360
446,2330.300000,14234.900000,14880
447,2475.000000,2.600000,15360
448,1693.000000,15873.100000,14880
449,1808.100000,2.000000,15360
450,538.100000,17672.300000,14880
451,1138.100000,3.000000,15360
452,665.000000,18212.700000,14880
453,727.200000,2.400000,15360
454,1699.900000,17611.300000,14880
455,2302.100000,2.500000,15360
456,1900.800000,15862.100000,14880
457,2251.800000,2.200000,15360
458,1419.100000,16359.100000,14880
459,2575.300000,3.600000,15360
460,2428.400000,15130.600000,14880
461,3303.200000,4.400000,15360
462,2572.700000,14272.900000,14880
463,3050.800000,2.200000,15360
464,1663.600000,15365.900000,14880
465,3168.400000,3.900000,15360
466,2616.800000,13339.400000,14880
467,3364.700000,3.700000,15360
468,2182.400000,14462.800000,14880
469,2055.400000,3.300000,15360
470,1925.100000,16045.600000,14880
471,2168.700000,3.000000,15360
472,2021.300000,15838.500000,14880
473,2579.500000,3.000000,15360
474,2487.400000,14968.200000,14880
475,1678.600000,2.300000,15360
476,1454.000000,16916.500000,14880
477,1419.900000,1.600000,15360
478,1311.600000,17305.800000,14880
479,931.700000,2.400000,15360
480,682.300000,18424.200000,14880
481,726.800000,1.700000,15360
482,1349.300000,18002.100000,14880
483,929.400000,2.200000,15360
484,1514.100000,17533.700000,14880
485,1742.300000,2.000000,15360
486,1407.800000,16954.500000,14880
487,1910.600000,1.900000,15360
488,1215.800000,16903.700000,14880
489,3246.800000,3.100000,15360
490,2200.200000,14586.700000,14880
491,1941.900000,1.700000,15360
492,1245.100000,16838.700000,14880
493,1984.200000,2.400000,15360
494,1491.900000,16642.900000,14880
495,1516.900000,1.900000,15360
496,1245.300000,17214.000000,14880
497,2201.500000,2.800000,15360
498,1392.400000,16465.700000,14880
499,1620.800000,1.600000,15360
500,1277.900000,17078.500000,14880
501,1415.800000,1.700000,15360
502,1224.400000,17388.900000,14880
503,1663.500000,2.200000,15360
504,1529.600000,16944.500000,14880
505,1541.500000,1.600000,15360
506,1255.400000,17222.800000,14880
507,1565.800000,1.700000,15360
508,1277.400000,17233.800000,14880
509,1511.000000,1.700000,15360
510,1274.200000,17251.600000,14880
511,1419.200000,1.600000,15360
512,1277.300000,16368.500000,14880
513,1390.700000,1.500000,15360
514,1172.100000,17420.800000,14880
515,2250.400000,1.900000,15360
516,1070.200000,16696.400000,14880
517,2548.700000,2.500000,15360
518,1536.300000,15926.700000,14880
519,1446.100000,1.500000,15360
520,1217.000000,17379.200000,14880
521,2191.800000,2.000000,15360
522,1010.000000,16805.800000,14880
523,1284.000000,1.500000,15360
524,1250.600000,17483.900000,14880
525,2586.400000,2.300000,15360
526,1324.700000,16107.400000,14880
527,1453.300000,1.600000,15360
528,1200.500000,17366.100000,14880
529,2329.800000,2.300000,15360
530,1344.300000,16341.100000,14880
531,1667.200000,1.600000,15360
532,1194.700000,17162.000000,14880
533,1399.800000,1.800000,15360
534,1245.000000,17363.200000,14880
535,1545.000000,1.800000,15360
536,1287.300000,17187.300000,14880
537,2353.400000,2.400000,15360
538,1536.800000,16191.700000,14880
539,1662.600000,1.700000,15360
540,1360.000000,16997.100000,14880
541,1534.900000,1.800000,15360
542,1349.700000,17129.100000,14880
543,1557.300000,1.900000,15360
544,1419.700000,17127.600000,14880
545,1756.100000,1.800000,15360
546,1204.900000,17064.000000,14880
547,1828.600000,1.800000,15360
548,1176.700000,17088.000000,14880
549,2054.600000,2.600000,15360
550,1741.200000,16238.000000,14880
551,561.100000,1.700000,15360
552,377.100000,18347.600000,14880
553,540.900000,1.300000,15360
554,365.500000,19119.300000,14880
555,1017.600000,2.500000,15360
556,511.600000,18508.800000,14880
557,1933.700000,2.200000,15360
558,1352.800000,16730.200000,14880
559,1987.000000,2.900000,15360
560,1935.600000,16227.600000,14880
561,1799.400000,2.500000,15360
562,1842.700000,16526.000000,14880
563,1840.900000,2.700000,15360
564,1775.700000,16427.800000,14880
565,3354.500000,4.800000,15360
566,1940.900000,14768.000000,14880
567,2007.700000,2.200000,15360
568,1923.300000,16091.400000,14880
569,2689.400000,3.000000,15360
570,2001.200000,15334.700000,14880
571,2172.100000,2.500000,15360
572,2203.400000,15641.000000,14880
573,1534.100000,1.700000,15360
574,1392.700000,17120.800000,14880
575,2304.600000,2.400000,15360
576,1601.900000,16103.400000,14880
577,1642.800000,1.500000,15360
578,1279.900000,17101.700000,14880
579,1984.200000,1.900000,15360
580,1462.700000,16186.000000,14880
581,2718.400000,2.700000,15360
582,1933.400000,15413.400000,14880
583,3092.800000,3.300000,15360
584,1969.600000,14976.000000,14880
585,1587.600000,1.900000,15360
586,1340.500000,17131.000000,14880
587,1655.900000,1.700000,15360
588,1260.800000,17115.700000,14880
589,2098.300000,2.800000,15360
590,1999.800000,15922.700000,14880
591,2278.900000,1.800000,15360
592,1288.300000,16482.100000,14880
593,1640.500000,1.800000,15360
594,1837.400000,16572.800000,14880
595,3407.700000,3.200000,15360
596,1665.500000,15002.000000,14880
597,3183.900000,3.200000,15360
598,2692.000000,14167.700000,14880
599,2175.000000,2.300000,15360
600,1790.900000,16039.900000,14880
601,1697.200000,1.800000,15360
602,1388.800000,16949.600000,14880
603,1910.400000,2.200000,15360
604,1531.800000,16623.700000,14880
605,3635.900000,3.300000,15360
606,2616.000000,12803.400000,14880
607,1485.600000,1.500000,15360
608,1280.900000,17268.100000,14880
609,911.700000,2.500000,15360
610,549.100000,18551.900000,14880
611,624.400000,1.500000,15360
612,1464.500000,17949.300000,14880
613,2996.900000,2.300000,15360
614,1864.200000,15171.600000,14880
615,1827.400000,2.000000,15360
616,1633.400000,16586.300000,14880
617,1591.600000,1.900000,15360
618,1403.300000,17036.900000,14880
619,2312.000000,2.100000,15360
620,1428.200000,16291.700000,14880
621,3264.500000,5.600000,15360
622,3154.600000,13658.100000,14880
623,2997.800000,2.300000,15360
624,1465.800000,15670.500000,14880
625,2211.300000,3.600000,15360
626,1689.600000,16127.700000,14880
627,3095.700000,3.600000,15360
628,2684.800000,14261.700000,14880
629,2188.600000,2.400000,15360
630,1528.000000,16322.100000,14880
631,2185.100000,3.700000,15360
632,1879.900000,15966.900000,14880
633,2998.600000,2.400000,15360
634,2046.200000,14990.400000,14880
635,2169.500000,1.800000,15360
636,1209.600000,16647.900000,14880
637,2643.700000,2.800000,15360
638,1855.000000,15618.700000,14880
639,3632.700000,4.000000,15360
640,2382.600000,13102.700000,14880
641,1441.500000,1.500000,15360
642,1148.400000,17435.600000,14880
643,1361.900000,1.800000,15360
644,1162.000000,17495.300000,14880
645,1622.200000,1.400000,15360
646,1175.000000,17265.200000,14880
647,1520.600000,1.600000,15360
648,1319.300000,17162.800000,14880
649,1477.600000,1.900000,15360
650,1412.600000,17120.900000,14880
651,1617.700000,2.400000,15360
652,1455.000000,16968.300000,14880
653,2435.200000,2.700000,15360
654,2609.500000,14977.200000,14880
655,2842.300000,3.100000,15360
656,1790.700000,15390.400000,14880
657,2277.600000,2.200000,15360
658,1303.300000,16458.800000,14880
659,2198.300000,2.800000,15360
660,2083.400000,15750.500000,14880
661,2828.000000,2.000000,15360
662,1343.200000,15886.800000,14880
663,2557.900000,2.700000,15360
664,1853.300000,15631.500000,14880
665,1831.100000,1.800000,15360
666,1322.600000,16858.700000,14880
667,2279.800000,2.100000,15360
668,1328.300000,16448.500000,14880
669,1978.000000,2.200000,15360
670,1674.400000,16396.300000,14880
671,1753.000000,1.700000,15360
672,1342.800000,17006.100000,14880
673,3113.300000,2.100000,15360
674,1930.100000,14984.000000,14880
675,3352.600000,2.600000,15360
676,2999.400000,13709.300000,14880
677,2116.600000,2.500000,15360
678,1987.900000,15938.500000,14880
679,2991.100000,2.700000,15360
680,964.700000,16077.500000,14880
681,855.000000,1.800000,15360
682,435.600000,18677.800000,14880
683,916.400000,2.500000,15360
684,684.000000,18443.500000,14880
685,925.700000,3.000000,15360
686,672.100000,18457.700000,14880
687,811.000000,2.500000,15360
688,589.700000,17649.200000,14880
689,1061.500000,2.700000,15360
690,782.100000,18173.300000,14880
691,752.600000,2.200000,15360
692,519.000000,18750.700000,14880
693,715.100000,2.400000,15360
694,547.600000,18770.600000,14880
695,1101.900000,3.100000,15360
696,967.000000,17961.800000,14880
697,612.100000,1.800000,15360
698,426.200000,18986.200000,14880
699,557.700000,1.600000,15360
700,406.100000,19073.300000,14880
701,907.300000,2.300000,15360
702,469.800000,18641.300000,14880
703,583.600000,1.600000,15360
704,413.400000,19041.200000,14880
705,874.400000,2.500000,15360
706,654.600000,18492.900000,14880
707,968.400000,2.500000,15360
708,480.000000,18585.800000,14880
709,1135.800000,2.800000,15360
710,610.300000,18436.800000,14880
711,1006.100000,2.400000,15360
712,470.900000,18554.300000,14880
713,930.400000,2.300000,15360
714,494.100000,18615.800000,14880
715,965.400000,1.800000,15360
716,489.500000,18722.100000,14880
717,771.200000,1.800000,15360
718,567.500000,18721.600000,14880
719,631.500000,1.500000,15360
720,454.600000,18940.400000,14880
721,615.700000,2.300000,15360
722,437.300000,19046.600000,14880
723,895.500000,2.200000,15360
724,389.400000,17813.700000,14880
725,879.600000,3.500000,15360
726,789.100000,18418.600000,14880
727,998.100000,2.600000,15360
728,508.100000,18517.500000,14880
729,878.100000,2.500000,15360
730,493.500000,18702.900000,14880
731,825.500000,2.300000,15360
732,429.400000,18720.000000,14880
733,564.100000,1.700000,15360
734,373.100000,19109.000000,14880
735,1319.700000,2.600000,15360
736,441.000000,18247.400000,14880
737,2639.900000,2.800000,15360
738,1754.700000,15632.700000,14880
739,3247.900000,3.200000,15360
740,2327.500000,14515.600000,14880
741,2582.500000,2.500000,15360
742,1660.700000,15781.000000,14880
743,1624.300000,2.400000,15360
744,3055.600000,15361.200000,14880
745,2026.300000,1.700000,15360
746,1405.900000,16641.500000,14880
747,2788.100000,3.000000,15360
748,2052.700000,15191.400000,14880
749,3231.100000,3.100000,15360
750,1972.200000,14778.300000,14880
751,2294.600000,2.500000,15360
752,1488.000000,16317.000000,14880
753,2334.400000,2.600000,15360
754,2818.400000,14864.500000,14880
755,2977.000000,3.100000,15360
756,2161.900000,14891.900000,14880
757,2599.600000,3.000000,15360
758,1877.700000,15569.700000,14880
759,3076.100000,2.300000,15360
760,1437.200000,15534.300000,14880
761,2377.000000,2.100000,15360
762,1585.800000,16080.500000,14880
763,1504.800000,2.400000,15360
764,1464.000000,16180.600000,14880
765,2683.700000,2.200000,15360
766,1399.100000,15959.200000,14880
767,2396.100000,1.900000,15360
768,1253.100000,16423.600000,14880
769,3335.000000,3.200000,15360
770,2456.900000,14326.300000,14880
771,2289.100000,2.500000,15360
772,1400.600000,16337.700000,14880
773,2719.800000,2.700000,15360
774,3201.600000,14125.600000,14880
775,2338.300000,2.100000,15360
776,1571.100000,16123.400000,14880
777,2331.900000,2.800000,15360
778,1747.200000,16100.300000,14880
779,1613.300000,2.500000,15360
780,1868.300000,16671.900000,14880
781,2550.300000,2.500000,15360
782,2702.500000,14797.900000,14880
783,1769.900000,1.600000,15360
784,1387.100000,16899.400000,14880
785,2537.700000,3.100000,15360
786,1910.100000,15604.000000,14880
787,2546.500000,2.400000,15360
788,1099.200000,15390.000000,14880
789,1682.400000,1.800000,15360
790,2086.400000,16282.200000,14880
791,2419.600000,2.100000,15360
792,1158.900000,16465.500000,14880
793,3005.400000,2.500000,15360
794,1928.200000,15083.000000,14880
795,2675.500000,2.500000,15360
796,1758.800000,15592.500000,14880
797,3037.700000,3.700000,15360
798,3097.100000,13891.000000,14880
799,2821.400000,3.200000,15360
800,2261.700000,14946.400000,14880
801,2422.300000,2.300000,15360
802,1665.900000,15946.200000,14880
803,2199.500000,1.900000,15360
804,1262.400000,16544.400000,14880
805,1554.600000,1.800000,15360
806,1353.000000,17148.000000,14880
807,1344.200000,2.000000,15360
808,1245.400000,17410.500000,14880
809,3011.600000,2.800000,15360
810,1834.500000,15161.600000,14880
811,1572.800000,1.700000,15360
812,1412.900000,17050.400000,14880
813,2032.400000,1.600000,15360
814,1152.800000,16822.600000,14880
815,1690.900000,2.000000,15360
816,1291.100000,17068.100000,14880
817,2341.800000,3.500000,15360
818,1285.100000,16395.900000,14880
819,2545.900000,2.900000,15360
820,1829.800000,15648.100000,14880
821,2899.600000,4.000000,15360
822,2237.100000,14889.000000,14880
823,2353.800000,2.100000,15360
824,1519.500000,16154.400000,14880
825,1932.900000,2.000000,15360
826,1249.200000,16842.600000,14880
827,1386.400000,1.700000,15360
828,1249.600000,17394.100000,14880
829,2901.200000,2.900000,15360
830,1805.600000,15314.600000,14880
831,2068.500000,1.800000,15360
832,1085.000000,16877.300000,14880
833,1536.100000,1.800000,15360
834,1196.900000,17306.700000,14880
835,1519.700000,1.800000,15360
836,1120.800000,17393.100000,14880
837,1002.600000,3.400000,15360
838,1725.800000,17371.400000,14880
839,1004.400000,2.300000,15360
840,509.400000,18513.600000,14880
841,584.700000,1.600000,15360
842,473.600000,18112.200000,14880
843,705.300000,2.100000,15360
844,1552.800000,17726.100000,14880
845,2795.100000,2.900000,15360
846,2358.900000,14862.700000,14880
847,1906.100000,1.800000,15360
848,1197.200000,16928.300000,14880
849,1649.800000,1.700000,15360
850,1370.800000,17162.800000,14880
851,2567.100000,2.500000,15360
852,1836.200000,15621.900000,14880
853,1881.700000,1.800000,15360
854,1311.700000,16851.700000,14880
855,1478.700000,1.700000,15360
856,1273.500000,17321.000000,14880
857,2178.600000,2.000000,15360
858,1251.100000,16629.300000,14880
859,1524.400000,1.500000,15360
860,1246.800000,17228.600000,14880
861,2099.400000,1.700000,15360
862,1151.200000,16805.100000,14880
863,1552.100000,1.700000,15360
864,1346.200000,17147.700000,14880
865,2757.300000,3.300000,15360
866,1994.500000,15300.100000,14880
867,1446.700000,1.600000,15360
868,1269.400000,17308.300000,14880
869,2442.200000,2.300000,15360
870,1323.600000,16258.900000,14880
