split,speaker,noise,noise_group,snr_target_db,candidate_id,family,execution_mode,input_snr_db,output_snr_db,snr_improvement_db,input_si_sdr_db,output_si_sdr_db,si_sdr_improvement_db,block_count,block_mean_ms,block_p95_ms,block_p99_ms,block_worst_ms,processing_ms,rtf,state_memory_bytes,speech_block_fraction,warming_blocks
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,subtraction_calibration_causal,stft_subtraction,causal_blocks,4.99999979379658,3.210077435249307,-1.7899223585472734,4.95173649784374,0.4367758495939514,-4.514960648249788,150,0.7206433333764531,0.9146200000031965,1.5270580004198504,2.268700000058743,108.09650000646798,0.03603216666882266,60900,0.0,13
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,4.99999979379658,6.950161255206822,1.950161461410242,4.95173649784374,6.452698965966581,1.5009624681228413,150,1.6519540000444977,2.2118999999293005,3.472107999814392,5.325500000253669,247.79310000667465,0.08259770000222488,60900,0.49333333333333335,13
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wiener_initial_legacy,stft_wiener,offline_file,4.99999979379658,4.013504576060818,-0.9864952177357624,4.95173649784374,1.8439032811102445,-3.1078332167334954,1,5.652599999848462,5.652599999848462,5.652599999848462,5.652599999848462,5.652599999848462,0.0018841999999494874,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wiener_low_energy_offline,stft_wiener,offline_file,4.99999979379658,5.892315560279451,0.8923157664828709,4.95173649784374,5.512491170254174,0.5607546724104342,1,6.7347000003792346,6.7347000003792346,6.7347000003792346,6.7347000003792346,6.7347000003792346,0.0022449000001264117,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,5,wiener_adaptive_causal,stft_wiener,causal_blocks,4.99999979379658,5.542544484824221,0.5425446910276408,4.95173649784374,5.382637725353962,0.43090122751022175,150,1.810222666675448,2.2230299996408576,2.280928999789466,2.5285000001531444,271.5334000013172,0.0905111333337724,60900,0.49333333333333335,13
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,bypass,baseline,causal_blocks,9.999999810760574,9.999999810760574,0.0,9.946968122451818,9.946968122451818,0.0,150,0.03611066660596407,0.041654999267848325,0.09222900030181311,0.11839999933727086,5.4165999908946105,0.0018055333302982035,57952,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,subtraction_initial_legacy,stft_subtraction,offline_file,9.999999810760574,5.197105164714779,-4.802894646045795,9.946968122451818,4.521323075280625,-5.425645047171193,1,10.364800000388641,10.364800000388641,10.364800000388641,10.364800000388641,10.364800000388641,0.0034549333334628804,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,subtraction_low_energy_offline,stft_subtraction,offline_file,9.999999810760574,11.375960674949186,1.3759608641886114,9.946968122451818,11.447059785387303,1.5000916629354855,1,11.797799999840208,11.797799999840208,11.797799999840208,11.797799999840208,11.797799999840208,0.003932599999946736,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,subtraction_calibration_causal,stft_subtraction,causal_blocks,9.999999810760574,3.8770140363650585,-6.122985774395516,9.946968122451818,2.0880779407587458,-7.858890181693072,150,0.6821359999958077,0.9129250004207278,1.085913000079016,1.2367999997877632,102.32039999937115,0.03410679999979038,60900,0.0,13
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,subtraction_adaptive_causal,stft_subtraction,causal_blocks,9.999999810760574,11.183764531713559,1.1837647209529845,9.946968122451818,10.902199354378574,0.9552312319267564,150,1.697286666664392,2.061754999931509,2.364938999726291,2.489100000275357,254.5929999996588,0.08486433333321959,60900,0.5,13
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wiener_initial_legacy,stft_wiener,offline_file,9.999999810760574,5.82697239752204,-4.173027413238534,9.946968122451818,4.779951589131069,-5.167016533320749,1,4.312000000027183,4.312000000027183,4.312000000027183,4.312000000027183,4.312000000027183,0.0014373333333423943,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wiener_low_energy_offline,stft_wiener,offline_file,9.999999810760574,10.80080165673402,0.8008018459734458,9.946968122451818,10.624370804588725,0.6774026821369077,1,5.563100000472332,5.563100000472332,5.563100000472332,5.563100000472332,5.563100000472332,0.0018543666668241106,0,0.0,0
validation,nicolas,ooffice_ch01_seg01,OOFFICE,10,wiener_adaptive_causal,stft_wiener,causal_blocks,9.999999810760574,10.366298990454206,0.3662991796936321,9.946968122451818,10.217317993847237,0.27034987139541933,150,1.5944613333340385,2.068870000357492,3.380249999545398,5.287899999530055,239.16920000010577,0.07972306666670192,60900,0.5,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,bypass,baseline,causal_blocks,-4.999999834404311,-4.999999834404311,0.0,-4.984835623766722,-4.984835623766722,0.0,150,0.03106666662764231,0.037455000028785435,0.057043999886445686,0.07760000062262407,4.659999994146347,0.0015533333313821156,57952,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,subtraction_initial_legacy,stft_subtraction,offline_file,-4.999999834404311,3.885302084206546,8.885301918610857,-4.984835623766722,1.655070075207822,6.639905698974545,1,9.124300000621588,9.124300000621588,9.124300000621588,9.124300000621588,9.124300000621588,0.0030414333335405295,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,subtraction_low_energy_offline,stft_subtraction,offline_file,-4.999999834404311,-0.4021295243632821,4.597870310041029,-4.984835623766722,-2.646082374624804,2.3387532491419183,1,11.018900000635767,11.018900000635767,11.018900000635767,11.018900000635767,11.018900000635767,0.003672966666878589,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,subtraction_calibration_causal,stft_subtraction,causal_blocks,-4.999999834404311,0.7986699318360319,5.798669766240343,-4.984835623766722,-3.7498298269285515,1.2350057968381707,150,1.4239179999822227,1.035394999598792,23.82137099957599,61.703700000180106,213.5876999973334,0.07119589999911113,60900,0.0,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,-4.999999834404311,-0.6564031961019339,4.343596638302377,-4.984835623766722,-1.4376482325420135,3.5471873912247087,150,1.7096453333094057,2.0988099991882336,2.2181130004446454,2.32030000006489,256.44679999641085,0.08548226666547028,60900,0.26666666666666666,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wiener_initial_legacy,stft_wiener,offline_file,-4.999999834404311,2.0878835334247094,7.08788336782902,-4.984835623766722,-0.6852480009616271,4.299587622805095,1,4.700800000136951,4.700800000136951,4.700800000136951,4.700800000136951,4.700800000136951,0.0015669333333789837,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wiener_low_energy_offline,stft_wiener,offline_file,-4.999999834404311,-3.5860357750125944,1.4139640593917164,-4.984835623766722,-4.680322021798831,0.30451360196789157,1,4.662100000132341,4.662100000132341,4.662100000132341,4.662100000132341,4.662100000132341,0.001554033333377447,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,-5,wiener_adaptive_causal,stft_wiener,causal_blocks,-4.999999834404311,-3.5484876012329054,1.4515122331714054,-4.984835623766722,-3.695736466958299,1.2890991568084234,150,1.5742259999509163,1.8892550005148223,2.2413329998471436,2.34809999983554,236.13389999263745,0.07871129999754582,60900,0.26666666666666666,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,bypass,baseline,causal_blocks,1.9750509680686254e-07,1.9750509680686254e-07,0.0,-0.01711338718045912,-0.01711338718045912,0.0,150,0.03136333333410827,0.03799499972956254,0.0757399996382444,0.10790000033011893,4.704500000116241,0.0015681666667054135,57952,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,subtraction_initial_legacy,stft_subtraction,offline_file,1.9750509680686254e-07,5.048444535073855,5.048444337568759,-0.01711338718045912,4.184614684106041,4.2017280712865,1,7.279500000549888,7.279500000549888,7.279500000549888,7.279500000549888,7.279500000549888,0.002426500000183296,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,subtraction_low_energy_offline,stft_subtraction,offline_file,1.9750509680686254e-07,5.023787000586388,5.0237868030812916,-0.01711338718045912,3.799251017267063,3.816364404447522,1,8.620800000244344,8.620800000244344,8.620800000244344,8.620800000244344,8.620800000244344,0.002873600000081448,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,subtraction_calibration_causal,stft_subtraction,causal_blocks,1.9750509680686254e-07,2.781574727644049,2.7815745301389523,-0.01711338718045912,-0.4084582589553213,-0.39134487177486216,150,0.5917126666584712,0.8528850004040578,1.0741290002079011,3.445800000008603,88.75689999877068,0.02958563333292356,60900,0.0,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,subtraction_adaptive_causal,stft_subtraction,causal_blocks,1.9750509680686254e-07,4.132480791952329,4.132480594447232,-0.01711338718045912,3.5255567519765147,3.5426701391569737,150,1.7683953332865106,2.179475000320963,2.837482000049924,5.010599999877741,265.2592999929766,0.08841976666432554,60900,0.2733333333333333,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wiener_initial_legacy,stft_wiener,offline_file,1.9750509680686254e-07,4.713969961830165,4.713969764325069,-0.01711338718045912,2.932114893777843,2.949228280958302,1,5.405999999311462,5.405999999311462,5.405999999311462,5.405999999311462,5.405999999311462,0.0018019999997704872,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wiener_low_energy_offline,stft_wiener,offline_file,1.9750509680686254e-07,1.813120651104028,1.8131204535989314,-0.01711338718045912,1.190067574150392,1.2071809613308513,1,5.6813000001056935,5.6813000001056935,5.6813000001056935,5.6813000001056935,5.6813000001056935,0.0018937666667018978,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,0,wiener_adaptive_causal,stft_wiener,causal_blocks,1.9750509680686254e-07,1.4207020072424092,1.4207018097373125,-0.01711338718045912,1.270508826569157,1.2876222137496163,150,1.6386433333112411,2.095210000015867,2.4814850001894215,3.9187000002129935,245.79649999668618,0.08193216666556206,60900,0.2733333333333333,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,bypass,baseline,causal_blocks,5.000000091487272,5.000000091487272,0.0,4.964682560655332,4.964682560655332,0.0,150,0.03488599993943353,0.04100999990441775,0.056647999881533864,0.07000000005064066,5.23289999091503,0.0017442999969716766,57952,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,subtraction_initial_legacy,stft_subtraction,offline_file,5.000000091487272,5.484511460363963,0.48451136887669133,4.964682560655332,5.419882106715259,0.4551995460599274,1,10.797800000545976,10.797800000545976,10.797800000545976,10.797800000545976,10.797800000545976,0.0035992666668486586,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,subtraction_low_energy_offline,stft_subtraction,offline_file,5.000000091487272,9.614276495431378,4.614276403944106,4.964682560655332,9.258853319526818,4.294170758871486,1,10.643900000104622,10.643900000104622,10.643900000104622,10.643900000104622,10.643900000104622,0.003547966666701541,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,subtraction_calibration_causal,stft_subtraction,causal_blocks,5.000000091487272,3.651656212295045,-1.3483438791922269,4.964682560655332,1.550939638726625,-3.4137429219287068,150,0.7125273333804216,0.9684350000497939,1.20381000006091,1.7814000002545072,106.87910000706324,0.03562636666902108,60900,0.0,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,5.000000091487272,8.727051403268224,3.7270513117809516,4.964682560655332,8.334467946979325,3.3697853863239935,150,1.570328666681841,2.0244250003997872,2.3296410006150836,3.9941000004546368,235.54930000227614,0.07851643333409204,60900,0.36,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wiener_initial_legacy,stft_wiener,offline_file,5.000000091487272,6.042639161886486,1.0426390703992139,4.964682560655332,5.2479366818341,0.2832541211787678,1,4.1947999998228624,4.1947999998228624,4.1947999998228624,4.1947999998228624,4.1947999998228624,0.0013982666666076209,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wiener_low_energy_offline,stft_wiener,offline_file,5.000000091487272,6.97689626563045,1.976896174143178,4.964682560655332,6.586517154098591,1.6218345934432596,1,4.010799999377923,4.010799999377923,4.010799999377923,4.010799999377923,4.010799999377923,0.0013369333331259743,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,5,wiener_adaptive_causal,stft_wiener,causal_blocks,5.000000091487272,6.399726246261491,1.3997261547742186,4.964682560655332,6.255316914962589,1.2906343543072571,150,1.5315493333340175,2.0080400001916128,2.375041000232158,3.2753999994383776,229.73240000010264,0.07657746666670089,60900,0.36,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,bypass,baseline,causal_blocks,10.00000018108852,10.00000018108852,0.0,9.95442902661518,9.95442902661518,0.0,150,0.023625333312035462,0.03795500019805331,0.04895499998383447,0.05560000045079505,3.543799996805319,0.001181266665601773,57952,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,subtraction_initial_legacy,stft_subtraction,offline_file,10.00000018108852,5.6246165700506765,-4.375383611037844,9.95442902661518,5.903988756976424,-4.050440269638757,1,8.411200000409735,8.411200000409735,8.411200000409735,8.411200000409735,8.411200000409735,0.002803733333469912,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,subtraction_low_energy_offline,stft_subtraction,offline_file,10.00000018108852,13.593725471897056,3.5937252908085355,9.95442902661518,14.37926034180498,4.424831315189799,1,7.8868999999031075,7.8868999999031075,7.8868999999031075,7.8868999999031075,7.8868999999031075,0.002628966666634369,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,subtraction_calibration_causal,stft_subtraction,causal_blocks,10.00000018108852,3.966442169974591,-6.033558011113929,9.95442902661518,2.413746619566273,-7.540682407048907,150,0.5995466666900029,0.8391099999698779,0.9431319995292136,1.4498000000457978,89.93200000350043,0.029977333334500145,60900,0.0,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,subtraction_adaptive_causal,stft_subtraction,causal_blocks,10.00000018108852,12.601925766716276,2.6019255856277557,9.95442902661518,12.555244827689307,2.600815801074127,150,1.5005393333558459,1.933794999968086,2.1356030005517814,4.1203000000678,225.08090000337688,0.0750269666677923,60900,0.4533333333333333,13
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wiener_initial_legacy,stft_wiener,offline_file,10.00000018108852,6.559424552817529,-3.4405756282709916,9.95442902661518,6.35934001844121,-3.5950890081739706,1,5.779699999948207,5.779699999948207,5.779699999948207,5.779699999948207,5.779699999948207,0.0019265666666494023,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wiener_low_energy_offline,stft_wiener,offline_file,10.00000018108852,12.29374661231861,2.2937464312300904,9.95442902661518,12.152775394315082,2.1983463676999015,1,4.88260000020091,4.88260000020091,4.88260000020091,4.88260000020091,4.88260000020091,0.0016275333334003033,0,0.0,0
validation,nicolas,ooffice_ch01_seg02,OOFFICE,10,wiener_adaptive_causal,stft_wiener,causal_blocks,10.00000018108852,11.231214701938228,1.2312145208497078,9.95442902661518,11.104253522518928,1.1498244959037471,150,1.6216560000126872,1.8734349997885147,2.1273950004342623,2.378399999543035,243.24840000190306,0.08108280000063435,60900,0.4533333333333333,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,bypass,baseline,causal_blocks,-4.999999821317288,-4.999999821317288,0.0,-4.999818245461091,-4.999818245461091,0.0,150,0.030973999964771792,0.035030000071856186,0.05264600034934115,0.08590000015828991,4.646099994715769,0.0015486999982385896,57952,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,subtraction_initial_legacy,stft_subtraction,offline_file,-4.999999821317288,2.4351223762260257,7.435122197543313,-4.999818245461091,-0.7739536456872256,4.225864599773866,1,8.953099999416736,8.953099999416736,8.953099999416736,8.953099999416736,8.953099999416736,0.0029843666664722455,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,subtraction_low_energy_offline,stft_subtraction,offline_file,-4.999999821317288,0.6982598473906082,5.698259668707896,-4.999818245461091,-1.5552920846645701,3.4445261607965207,1,8.787099999608472,8.787099999608472,8.787099999608472,8.787099999608472,8.787099999608472,0.002929033333202824,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,subtraction_calibration_causal,stft_subtraction,causal_blocks,-4.999999821317288,1.2341496392835554,6.234149460600843,-4.999818245461091,-3.1283848400103427,1.8714334054507482,150,0.7091033333199448,0.871395000604025,0.9329369997158208,1.0291999997207313,106.36549999799172,0.03545516666599724,60900,0.0,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,-4.999999821317288,0.11754894408044411,5.117548765397732,-4.999818245461091,-0.7464344199705497,4.253383825490541,150,1.7984266666826443,2.1570149996023242,2.872806999866946,3.7142999999559834,269.76400000239664,0.08992133333413221,60900,0.30666666666666664,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wiener_initial_legacy,stft_wiener,offline_file,-4.999999821317288,0.1803901396161711,5.180389960933459,-4.999818245461091,-2.920661305770778,2.079156939690313,1,7.182400000601774,7.182400000601774,7.182400000601774,7.182400000601774,7.182400000601774,0.0023941333335339245,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wiener_low_energy_offline,stft_wiener,offline_file,-4.999999821317288,-3.0559000479964245,1.9440997733208634,-4.999818245461091,-4.164843350963022,0.8349748944980693,1,5.269300000691146,5.269300000691146,5.269300000691146,5.269300000691146,5.269300000691146,0.0017564333335637154,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,-5,wiener_adaptive_causal,stft_wiener,causal_blocks,-4.999999821317288,-3.3126634175776095,1.6873364037396783,-4.999818245461091,-3.4773030590841945,1.5225151863768964,150,1.4970653333390753,1.8981899998379956,2.2681990003184156,3.3099000002039247,224.5598000008613,0.07485326666695376,60900,0.30666666666666664,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,bypass,baseline,causal_blocks,1.9228891187553323e-07,1.9228891187553323e-07,0.0,-0.025759512722096086,-0.025759512722096086,0.0,150,0.026958666633921286,0.03536499998517683,0.04249299990078721,0.05920000057813013,4.043799995088193,0.0013479333316960644,57952,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,subtraction_initial_legacy,stft_subtraction,offline_file,1.9228891187553323e-07,4.433285159188748,4.433284966899836,-0.025759512722096086,2.6900394096308906,2.715798922352987,1,8.42350000039005,8.42350000039005,8.42350000039005,8.42350000039005,8.42350000039005,0.00280783333346335,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,subtraction_low_energy_offline,stft_subtraction,offline_file,1.9228891187553323e-07,5.7805717445750755,5.780571552286164,-0.025759512722096086,4.600478504862268,4.626238017584364,1,9.43459999962215,9.43459999962215,9.43459999962215,9.43459999962215,9.43459999962215,0.003144866666540717,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,subtraction_calibration_causal,stft_subtraction,causal_blocks,1.9228891187553323e-07,3.0083261908511854,3.0083259985622735,-0.025759512722096086,-0.012719576086435456,0.01303993663566063,150,0.701726666684408,0.9562100003222439,1.4342300000862447,1.5354999995906837,105.2590000026612,0.0350863333342204,60900,0.0,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,subtraction_adaptive_causal,stft_subtraction,causal_blocks,1.9228891187553323e-07,4.915305614168215,4.915305421879303,-0.025759512722096086,4.263075104317316,4.288834617039412,150,1.8531886666642094,2.1829399999660373,2.2700630001691025,2.5234000004275003,277.9782999996314,0.09265943333321047,60900,0.3,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wiener_initial_legacy,stft_wiener,offline_file,1.9228891187553323e-07,3.570107067521189,3.570106875232277,-0.025759512722096086,1.2354829309526216,1.2612424436747176,1,5.740900000091642,5.740900000091642,5.740900000091642,5.740900000091642,5.740900000091642,0.0019136333333638806,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wiener_low_energy_offline,stft_wiener,offline_file,1.9228891187553323e-07,2.178020657574677,2.178020465285765,-0.025759512722096086,1.4803137729904583,1.5060732857125543,1,5.5620000002818415,5.5620000002818415,5.5620000002818415,5.5620000002818415,5.5620000002818415,0.0018540000000939472,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,0,wiener_adaptive_causal,stft_wiener,causal_blocks,1.9228891187553323e-07,1.6512834932658702,1.6512833009769583,-0.025759512722096086,1.4864494496676985,1.5122089623897945,150,2.046315999929599,2.0234649993199127,9.685815000402599,35.197100000004866,306.9473999894399,0.10231579999647995,60900,0.3,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,bypass,baseline,causal_blocks,5.000000074964795,5.000000074964795,0.0,4.959618417976572,4.959618417976572,0.0,150,0.03332733336113355,0.07541499985563847,0.1596090004113647,0.16969999978755368,4.999100004170032,0.0016663666680566773,57952,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,subtraction_initial_legacy,stft_subtraction,offline_file,5.000000074964795,5.3117088906604994,0.3117088156957042,4.959618417976572,4.7880684758432945,-0.1715499421332778,1,11.123599999336875,11.123599999336875,11.123599999336875,11.123599999336875,11.123599999336875,0.003707866666445625,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,subtraction_low_energy_offline,stft_subtraction,offline_file,5.000000074964795,10.692710999806316,5.692710924841521,4.959618417976572,10.59730549983065,5.637687081854078,1,10.105499999554013,10.105499999554013,10.105499999554013,10.105499999554013,10.105499999554013,0.0033684999998513376,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,subtraction_calibration_causal,stft_subtraction,causal_blocks,5.000000074964795,3.7538892660914653,-1.24611080887333,4.959618417976572,1.7332318980927794,-3.2263865198837927,150,0.7181239999833148,0.9951849995104566,1.1743489998752907,1.717600000120001,107.71859999749722,0.03590619999916574,60900,0.0,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,5.000000074964795,9.318225384298621,4.318225309333826,4.959618417976572,8.910430415288733,3.9508119973121607,150,1.3275486666619447,1.901795000003403,2.452177000268417,3.785099999731756,199.13229999929172,0.06637743333309724,60900,0.38666666666666666,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wiener_initial_legacy,stft_wiener,offline_file,5.000000074964795,5.601941274456071,0.601941199491276,4.959618417976572,4.348804369448573,-0.6108140485279989,1,4.394899999169866,4.394899999169866,4.394899999169866,4.394899999169866,4.394899999169866,0.0014649666663899552,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wiener_low_energy_offline,stft_wiener,offline_file,5.000000074964795,7.633160731812206,2.6331606568474104,4.959618417976572,7.272210744887698,2.3125923269111253,1,4.543100000773848,4.543100000773848,4.543100000773848,4.543100000773848,4.543100000773848,0.0015143666669246159,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,5,wiener_adaptive_causal,stft_wiener,causal_blocks,5.000000074964795,6.533932447306412,1.5339323723416172,4.959618417976572,6.376915361089654,1.4172969431130813,150,1.3284059999932651,2.0271599999432506,3.5996329999670604,4.742500000247674,199.26089999898977,0.06642029999966326,60900,0.38666666666666666,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,bypass,baseline,causal_blocks,9.999999893613149,9.999999893613149,0.0,9.951384877093346,9.951384877093346,0.0,150,0.023768666687828954,0.03415500036680896,0.06598200034204593,0.25209999967046315,3.565300003174343,0.0011884333343914477,57952,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,subtraction_initial_legacy,stft_subtraction,offline_file,9.999999893613149,5.612523770295674,-4.387476123317475,9.951384877093346,5.724499371432495,-4.226885505660851,1,7.434300000568328,7.434300000568328,7.434300000568328,7.434300000568328,7.434300000568328,0.0024781000001894427,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,subtraction_low_energy_offline,stft_subtraction,offline_file,9.999999893613149,14.185132085836615,4.185132192223467,9.951384877093346,15.195551553212507,5.2441666761191605,1,8.31209999978455,8.31209999978455,8.31209999978455,8.31209999978455,8.31209999978455,0.0027706999999281834,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,subtraction_calibration_causal,stft_subtraction,causal_blocks,9.999999893613149,4.016764467803261,-5.983235425809887,9.951384877093346,2.48443781840421,-7.466947058689136,150,0.5048586666695579,0.8610750001935226,1.1077769999428695,1.2160999995103339,75.7288000004337,0.025242933333477897,60900,0.0,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,subtraction_adaptive_causal,stft_subtraction,causal_blocks,9.999999893613149,12.979903337856975,2.979903444243826,9.951384877093346,12.92587360495045,2.9744887278571035,150,1.5054626666824333,2.6005050004641794,3.538134000373247,4.408499999954074,225.819400002365,0.07527313333412167,60900,0.4266666666666667,13
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wiener_initial_legacy,stft_wiener,offline_file,9.999999893613149,6.4753403102523865,-3.524659583360762,9.951384877093346,6.060200827094359,-3.891184049998987,1,4.420500000378524,4.420500000378524,4.420500000378524,4.420500000378524,4.420500000378524,0.0014735000001261749,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wiener_low_energy_offline,stft_wiener,offline_file,9.999999893613149,12.770786411838904,2.770786518225755,9.951384877093346,12.631792181876198,2.680407304782852,1,4.748600000311853,4.748600000311853,4.748600000311853,4.748600000311853,4.748600000311853,0.0015828666667706177,0,0.0,0
validation,nicolas,ooffice_ch01_seg03,OOFFICE,10,wiener_adaptive_causal,stft_wiener,causal_blocks,9.999999893613149,11.309440076728945,1.3094401831157967,9.951384877093346,11.163050025017696,1.21166514792435,150,1.3273053333675005,2.0474850000937286,2.903550999835715,8.472399999845948,199.09580000512506,0.06636526666837501,60900,0.4266666666666667,13
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,bypass,baseline,causal_blocks,-5.000000397232492,-5.000000397232492,0.0,-5.001037282438371,-5.001037282438371,0.0,150,0.024590666671429062,0.03686499999275838,0.06296499971540459,0.09489999956713291,3.6886000007143593,0.0012295333335714531,57952,0.0,0
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,subtraction_initial_legacy,stft_subtraction,offline_file,-5.000000397232492,-0.6188284736272603,4.3811719236052316,-5.001037282438371,-8.183833985021584,-3.1827967025832136,1,16.247599999587692,16.247599999587692,16.247599999587692,16.247599999587692,16.247599999587692,0.00541586666652923,0,0.0,0
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,subtraction_low_energy_offline,stft_subtraction,offline_file,-5.000000397232492,0.9596068669493386,5.959607264181831,-5.001037282438371,-1.3912332349079506,3.60980404753042,1,11.18049999968207,11.18049999968207,11.18049999968207,11.18049999968207,11.18049999968207,0.0037268333332273564,0,0.0,0
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,subtraction_calibration_causal,stft_subtraction,causal_blocks,-5.000000397232492,0.6848456176086125,5.684846014841105,-5.001037282438371,-4.850591904657216,0.1504453777811543,150,0.6882059999952617,0.9376400002111039,1.023405999667375,1.1823000004369533,103.23089999928925,0.03441029999976308,60900,0.0,13
validation,theo,dkitchen_ch01_seg01,DKITCHEN,-5,subtraction_adaptive_causal,stft_subtraction,causal_blocks,-5.000000397232492,0.5690760553856524,5.569076452618145,-5.001037282438371,-0.25307940972162934,4.747957872716741,150,1.3636200000534398,1.9201650002287352,2.1953229997961894,2.591999999822292,204.54300000801595,0.06818100000267198,60900,0.24666666666666667,13
